Unnamed: 0,id,username,text,retweet_count,like_count,created_at,label,clean,Token,Normalisasi,Stopwords
10,1617217004083245057,ntsana_,RT @SemperFiArsenal: Saka doing the Rashford celebration after dunking on United is the thing you love to see https://t.co/2BSulU5qHs,627,0,2023-01-22 17:45:54+00:00,bot,rt saka doing the rashford celebration after dunking on united is the thing you love to see https co bsulu qhs,"['rt', 'saka', 'doing', 'the', 'rashford', 'celebration', 'after', 'dunking', 'on', 'united', 'is', 'the', 'thing', 'you', 'love', 'to', 'see', 'https', 'co', 'bsulu', 'qhs']","['rt', 'saka', 'doing', 'the', 'rashford', 'celebration', 'after', 'dunking', 'on', 'united', 'is', 'the', 'thing', 'you', 'love', 'to', 'see', 'https', 'co', 'bsulu', 'qhs']","['rt', 'saka', 'doing', 'the', 'rashford', 'celebration', 'after', 'dunking', 'on', 'united', 'is', 'the', 'thing', 'you', 'love', 'to', 'see', 'https', 'co', 'bsulu', 'qhs']"
11,1616506886916046849,ntsana_,@_fangurll31 🤗🤗🤗🤗,6,196,2023-01-20 18:44:09+00:00,human,,[],[],[]
12,1616506767168663553,ntsana_,@d_coquillage sama sama sayaaang,2,75,2023-01-20 18:43:41+00:00,human,sama sama sayaaang,"['sama', 'sama', 'sayaaang']","['sama', 'sama', 'sayaaang']",['sayaaang']
13,1616506731336716288,ntsana_,"RT @d_coquillage: Udh kepikiran terus dan akhirnya ada yg sepemikiran jga, relate bgt sama aku usss bener bener relate, terima kasih paus,…",71,0,2023-01-20 18:43:32+00:00,human,rt udh kepikiran terus dan akhirnya ada yg sepemikiran jga relate bgt sama aku usss bener bener relate terima kasih paus,"['rt', 'udh', 'kepikiran', 'terus', 'dan', 'akhirnya', 'ada', 'yg', 'sepemikiran', 'jga', 'relate', 'bgt', 'sama', 'aku', 'usss', 'bener', 'bener', 'relate', 'terima', 'kasih', 'paus']","['rt', 'sudah', 'kepikiran', 'terus', 'dan', 'akhirnya', 'ada', 'yang', 'sepemikiran', 'jga', 'relate', 'banget', 'sama', 'saya', 'usss', 'benar', 'benar', 'relate', 'terima', 'kasih', 'paus']","['rt', 'kepikiran', 'sepemikiran', 'jga', 'relate', 'banget', 'usss', 'relate', 'terima', 'kasih', 'paus']"
14,1616452713604354050,ntsana_,"RT @_fangurll31: ""We will find the right love at the right time when we are ready"" @ntsana_ 

Pauss, terima kasih yaaa~ 🥹❤ https://t.co/4D7…",403,0,2023-01-20 15:08:53+00:00,bot,rt we will find the right love at the right time when we are ready pauss terima kasih yaaa https co,"['rt', 'we', 'will', 'find', 'the', 'right', 'love', 'at', 'the', 'right', 'time', 'when', 'we', 'are', 'ready', 'pauss', 'terima', 'kasih', 'yaaa', 'https', 'co']","['rt', 'we', 'will', 'find', 'the', 'right', 'love', 'at', 'the', 'right', 'time', 'when', 'we', 'are', 'ready', 'pauss', 'terima', 'kasih', 'yaaa', 'https', 'co']","['rt', 'we', 'will', 'find', 'the', 'right', 'love', 'at', 'the', 'right', 'time', 'when', 'we', 'are', 'ready', 'pauss', 'terima', 'kasih', 'yaaa', 'https', 'co']"
15,1616435366701191171,ntsana_,🙏 https://t.co/v0dIIbkjqY https://t.co/F43emo5JR9,222,2705,2023-01-20 13:59:57+00:00,bot,https co diibkjqy https co emo jr,"['https', 'co', 'diibkjqy', 'https', 'co', 'emo', 'jr']","['https', 'co', 'diibkjqy', 'https', 'co', 'emo', 'jr']","['https', 'co', 'diibkjqy', 'https', 'co', 'emo', 'jr']"
16,1615949891137843200,ntsana_,@shouldhaveaduck 😭♥️,1,195,2023-01-19 05:50:51+00:00,human,,[],[],[]
17,1615336815388688386,ntsana_,RT @shouldhaveaduck: https://t.co/PgW9HAa57a,6270,0,2023-01-17 13:14:42+00:00,bot,rt https co pgw haa,"['rt', 'https', 'co', 'pgw', 'haa']","['rt', 'https', 'co', 'pgw', 'haa']","['rt', 'https', 'co', 'pgw', 'haa']"
18,1615058230333571072,ntsana_,"RT @LZIjihan: mulai menit ke 7 yaa; ini juaraaaaa @ntsana_ @rintiksedupod 

 https://t.co/mgMHN3uTzk",7,0,2023-01-16 18:47:43+00:00,bot,rt mulai menit ke yaa ini juaraaaaa https co mgmhn utzk,"['rt', 'mulai', 'menit', 'ke', 'yaa', 'ini', 'juaraaaaa', 'https', 'co', 'mgmhn', 'utzk']","['rt', 'mulai', 'menit', 'ke', 'yaa', 'ini', 'juaraaaaa', 'https', 'co', 'mgmhn', 'utzk']","['rt', 'menit', 'yaa', 'juaraaaaa', 'https', 'co', 'mgmhn', 'utzk']"
19,1615002014148329475,ntsana_,RT @Arsenal: What it means ❤️ https://t.co/0Ujipm8RFE,6047,0,2023-01-16 15:04:20+00:00,bot,rt what it means https co ujipm rfe,"['rt', 'what', 'it', 'means', 'https', 'co', 'ujipm', 'rfe']","['rt', 'what', 'it', 'means', 'https', 'co', 'ujipm', 'rfe']","['rt', 'what', 'it', 'means', 'https', 'co', 'ujipm', 'rfe']"
20,1614992885048541188,ntsana_,RT @rintiksedupod: jawaban tdk tersedia https://t.co/PtrwPOazmK,100,0,2023-01-16 14:28:03+00:00,bot,rt jawaban tdk tersedia https co ptrwpoazmk,"['rt', 'jawaban', 'tdk', 'tersedia', 'https', 'co', 'ptrwpoazmk']","['rt', 'jawaban', 'tidak', 'tersedia', 'https', 'co', 'ptrwpoazmk']","['rt', 'tersedia', 'https', 'co', 'ptrwpoazmk']"
21,1614975980166344711,ntsana_,"lho 

https://t.co/vQb5dqxn62 https://t.co/ldsedY5ztE",937,8486,2023-01-16 13:20:53+00:00,bot,lho https co vqb dqxn https co ldsedy zte,"['lho', 'https', 'co', 'vqb', 'dqxn', 'https', 'co', 'ldsedy', 'zte']","['loh', 'https', 'co', 'vqb', 'dqxn', 'https', 'co', 'ldsedy', 'zte']","['loh', 'https', 'co', 'vqb', 'dqxn', 'https', 'co', 'ldsedy', 'zte']"
22,1614930478733328384,ntsana_,@sbyfess lho piye 😭,24,2271,2023-01-16 10:20:04+00:00,human,lho piye,"['lho', 'piye']","['loh', 'piye']","['loh', 'piye']"
23,1614665673363554305,ntsana_,"RT @Arsenal: WE TAKE THE LEAD 🔥

GREAT START ⚡️

⚪️ 0-1 🔴 (14) https://t.co/44itjrMjHX",2619,0,2023-01-15 16:47:50+00:00,bot,rt we take the lead great start https co itjrmjhx,"['rt', 'we', 'take', 'the', 'lead', 'great', 'start', 'https', 'co', 'itjrmjhx']","['rt', 'we', 'take', 'the', 'lead', 'great', 'start', 'https', 'co', 'itjrmjhx']","['rt', 'we', 'take', 'the', 'lead', 'great', 'start', 'https', 'co', 'itjrmjhx']"
24,1613889820325195777,ntsana_,"😔 

https://t.co/ehhTT7CCrs https://t.co/mjEWE7jk7y",987,8112,2023-01-13 13:24:52+00:00,bot,https co ehhtt ccrs https co mjewe jk,"['https', 'co', 'ehhtt', 'ccrs', 'https', 'co', 'mjewe', 'jk']","['https', 'co', 'ehhtt', 'ccrs', 'https', 'co', 'mjewe', 'jk']","['https', 'co', 'ehhtt', 'ccrs', 'https', 'co', 'mjewe', 'jk']"
25,1613867918760226821,ntsana_,RT @HmnsId: Dah pada nyampe Elea nya? Gimana wanginya? :D https://t.co/CFSBcksDJj,25,0,2023-01-13 11:57:50+00:00,bot,rt dah pada nyampe elea nya gimana wanginya https co cfsbcksdjj,"['rt', 'dah', 'pada', 'nyampe', 'elea', 'nya', 'gimana', 'wanginya', 'https', 'co', 'cfsbcksdjj']","['rt', 'dah', 'pada', 'nyampe', 'elea', 'nya', 'bagaimana', 'wanginya', 'https', 'co', 'cfsbcksdjj']","['rt', 'dah', 'nyampe', 'elea', 'nya', 'wanginya', 'https', 'co', 'cfsbcksdjj']"
26,1613865921847885824,ntsana_,@cordedwool @HmnsId terima kasiiiih! terima kasih banyak 🤍 lets go berpelukan 🫂,1,62,2023-01-13 11:49:54+00:00,human,terima kasiiiih terima kasih banyak lets go berpelukan,"['terima', 'kasiiiih', 'terima', 'kasih', 'banyak', 'lets', 'go', 'berpelukan']","['terima', 'kasiiiih', 'terima', 'kasih', 'banyak', 'lets', 'go', 'berpelukan']","['terima', 'kasiiiih', 'terima', 'kasih', 'lets', 'go', 'berpelukan']"
27,1613865802486382593,ntsana_,"RT @cordedwool: ٤lea... let's make more story with your scent 🫶🏻

aku ga terlalu ngerti parfum, tp aku bisa rasain calming dan firming si g…",3,0,2023-01-13 11:49:26+00:00,human,rt lea let make more story with your scent aku ga terlalu ngerti parfum tp aku bisa rasain calming dan firming si,"['rt', 'lea', 'let', 'make', 'more', 'story', 'with', 'your', 'scent', 'aku', 'ga', 'terlalu', 'ngerti', 'parfum', 'tp', 'aku', 'bisa', 'rasain', 'calming', 'dan', 'firming', 'si']","['rt', 'lea', 'let', 'make', 'more', 'story', 'with', 'your', 'scent', 'saya', 'tidak', 'terlalu', 'ngerti', 'parfum', 'tetapi', 'saya', 'bisa', 'rasain', 'calming', 'dan', 'firming', 'si']","['rt', 'lea', 'let', 'make', 'more', 'story', 'with', 'your', 'scent', 'ngerti', 'parfum', 'rasain', 'calming', 'firming', 'si']"
28,1613523092713926661,ntsana_,@NaneunAulias uuuuu sayaaang🤍,0,6,2023-01-12 13:07:37+00:00,human,uuuuu sayaaang,"['uuuuu', 'sayaaang']","['uuuuu', 'sayaaang']","['uuuuu', 'sayaaang']"
29,1613523057368502273,ntsana_,"RT @NaneunAulias: @ntsana_  udah nyampe parfum yg ditunggu tunggu, ga nyangka kalo wanginya aku banget gitu https://t.co/hynW1BE6Er",7,0,2023-01-12 13:07:29+00:00,bot,rt udah nyampe parfum yg ditunggu tunggu ga nyangka kalo wanginya aku banget gitu https co hynw be er,"['rt', 'udah', 'nyampe', 'parfum', 'yg', 'ditunggu', 'tunggu', 'ga', 'nyangka', 'kalo', 'wanginya', 'aku', 'banget', 'gitu', 'https', 'co', 'hynw', 'be', 'er']","['rt', 'sudah', 'nyampe', 'parfum', 'yang', 'ditunggu', 'tunggu', 'tidak', 'nyangka', 'kalau', 'wanginya', 'saya', 'banget', 'begitu', 'https', 'co', 'hynw', 'be', 'er']","['rt', 'nyampe', 'parfum', 'ditunggu', 'tunggu', 'nyangka', 'wanginya', 'banget', 'https', 'co', 'hynw', 'be', 'er']"
30,1613520830109200387,ntsana_,@dpindr_ 😭,0,2,2023-01-12 12:58:38+00:00,human,,[],[],[]
31,1613440112494546945,ntsana_,RT @nivasptnv: PO 35 hari🥳 sudah sampaaii💓 @ntsana_ https://t.co/zMBRZjnnKQ,5,0,2023-01-12 07:37:53+00:00,bot,rt po hari sudah sampaaii https co zmbrzjnnkq,"['rt', 'po', 'hari', 'sudah', 'sampaaii', 'https', 'co', 'zmbrzjnnkq']","['rt', 'po', 'hari', 'sudah', 'sampaaii', 'https', 'co', 'zmbrzjnnkq']","['rt', 'po', 'sampaaii', 'https', 'co', 'zmbrzjnnkq']"
32,1613440054571208705,ntsana_,@nivasptnv aduuuuuduuu minder deh eleanya km cangtip bangeet! selamat pake ♥️,0,57,2023-01-12 07:37:39+00:00,human,aduuuuuduuu minder deh eleanya km cangtip bangeet selamat pake,"['aduuuuuduuu', 'minder', 'deh', 'eleanya', 'km', 'cangtip', 'bangeet', 'selamat', 'pake']","['aduuuuuduuu', 'minder', 'deh', 'eleanya', 'km', 'cangtip', 'banget', 'selamat', 'pakai']","['aduuuuuduuu', 'minder', 'deh', 'eleanya', 'km', 'cangtip', 'banget', 'selamat', 'pakai']"
33,1613439836870021120,ntsana_,@koalakoalu oh nooo my heart 🥹 thank you sooo much for this. 🤍,0,5,2023-01-12 07:36:48+00:00,human,oh nooo my heart thank you sooo much for this,"['oh', 'nooo', 'my', 'heart', 'thank', 'you', 'sooo', 'much', 'for', 'this']","['oh', 'nooo', 'my', 'heart', 'thank', 'you', 'sooo', 'much', 'for', 'this']","['oh', 'nooo', 'my', 'heart', 'thank', 'you', 'sooo', 'much', 'for', 'this']"
34,1613439722185187330,ntsana_,RT @koalakoalu: @ntsana_  🥹🥹🥹 https://t.co/BfCgXeZkii,6,0,2023-01-12 07:36:20+00:00,bot,rt https co bfcgxezkii,"['rt', 'https', 'co', 'bfcgxezkii']","['rt', 'https', 'co', 'bfcgxezkii']","['rt', 'https', 'co', 'bfcgxezkii']"
35,1613401104628449280,ntsana_,@yenniebi selamat mendekapku🥹🤍,0,81,2023-01-12 05:02:53+00:00,human,selamat mendekapku,"['selamat', 'mendekapku']","['selamat', 'mendekapku']","['selamat', 'mendekapku']"
36,1613401069547294720,ntsana_,"RT @yenniebi: elea cantik sudah sampaiii🥹🤍
@ntsana_ https://t.co/bdGvArjBqc",5,0,2023-01-12 05:02:45+00:00,bot,rt elea cantik sudah sampaiii https co bdgvarjbqc,"['rt', 'elea', 'cantik', 'sudah', 'sampaiii', 'https', 'co', 'bdgvarjbqc']","['rt', 'elea', 'cantik', 'sudah', 'sampaiii', 'https', 'co', 'bdgvarjbqc']","['rt', 'elea', 'cantik', 'sampaiii', 'https', 'co', 'bdgvarjbqc']"
37,1613190171842998273,ntsana_,@weareoneEXO 🥹🥹🥹🥹🥹🥹🥹,9,522,2023-01-11 15:04:43+00:00,human,,[],[],[]
38,1613190147788640257,ntsana_,"RT @weareoneEXO: #HappyDODay🎂🎉

230112 #디오 #DO(D.O.) #엑소 #EXO #weareoneEXO https://t.co/FX6BfwVwqx",87893,0,2023-01-11 15:04:37+00:00,bot,rt happydoday do exo weareoneexo https co fx bfwvwqx,"['rt', 'happydoday', 'do', 'exo', 'weareoneexo', 'https', 'co', 'fx', 'bfwvwqx']","['rt', 'happydoday', 'do', 'exo', 'weareoneexo', 'https', 'co', 'fx', 'bfwvwqx']","['rt', 'happydoday', 'do', 'exo', 'weareoneexo', 'https', 'co', 'fx', 'bfwvwqx']"
39,1613162982250549249,ntsana_,"RT @MobPsychoOne: 😊 Thank you for everything, Mob. https://t.co/1lJlPQkfvC",13915,0,2023-01-11 13:16:40+00:00,bot,rt thank you for everything mob https co ljlpqkfvc,"['rt', 'thank', 'you', 'for', 'everything', 'mob', 'https', 'co', 'ljlpqkfvc']","['rt', 'thank', 'you', 'for', 'everything', 'mob', 'https', 'co', 'ljlpqkfvc']","['rt', 'thank', 'you', 'for', 'everything', 'mob', 'https', 'co', 'ljlpqkfvc']"
40,1613155842584608770,ntsana_,@erviyulviraaa jelas 🫡,0,50,2023-01-11 12:48:18+00:00,human,jelas,['jelas'],['jelas'],[]
41,1613143311195439105,ntsana_,segitu sayangnya sampe baju pun warnanya biru https://t.co/j1htps4loW,249,8728,2023-01-11 11:58:30+00:00,bot,segitu sayangnya sampe baju pun warnanya biru https co htps low,"['segitu', 'sayangnya', 'sampe', 'baju', 'pun', 'warnanya', 'biru', 'https', 'co', 'htps', 'low']","['segitu', 'sayangnya', 'sampe', 'baju', 'pun', 'warnanya', 'biru', 'https', 'co', 'htps', 'low']","['segitu', 'sayangnya', 'sampe', 'baju', 'warnanya', 'biru', 'https', 'co', 'htps', 'low']"
42,1613130470748983297,ntsana_,#coyg https://t.co/3MWrYirc5W,5,136,2023-01-11 11:07:29+00:00,bot,coyg https co mwryirc,"['coyg', 'https', 'co', 'mwryirc']","['coyg', 'https', 'co', 'mwryirc']","['coyg', 'https', 'co', 'mwryirc']"
43,1613128511660896263,ntsana_,am bek shayang https://t.co/HbtmAzDfGl,4,228,2023-01-11 10:59:42+00:00,bot,am bek shayang https co hbtmazdfgl,"['am', 'bek', 'shayang', 'https', 'co', 'hbtmazdfgl']","['am', 'bek', 'shayang', 'https', 'co', 'hbtmazdfgl']","['am', 'bek', 'shayang', 'https', 'co', 'hbtmazdfgl']"
44,1613127375826608128,ntsana_,yah😭 https://t.co/47nWvPmQpK,18,589,2023-01-11 10:55:11+00:00,bot,yah https co nwvpmqpk,"['yah', 'https', 'co', 'nwvpmqpk']","['yah', 'https', 'co', 'nwvpmqpk']","['yah', 'https', 'co', 'nwvpmqpk']"
45,1613119115551723520,ntsana_,hehe https://t.co/rZpM65dlLk,6,238,2023-01-11 10:22:22+00:00,bot,hehe https co rzpm dllk,"['hehe', 'https', 'co', 'rzpm', 'dllk']","['hehe', 'https', 'co', 'rzpm', 'dllk']","['hehe', 'https', 'co', 'rzpm', 'dllk']"
46,1613064169179480064,ntsana_,tahun ini yuk,11,468,2023-01-11 06:44:01+00:00,human,tahun ini yuk,"['tahun', 'ini', 'yuk']","['tahun', 'ini', 'yuk']",['yuk']
47,1613062232774152194,ntsana_,RT @rintiksedupod: 🥹🤍 @ntsana_ https://t.co/MBOxiIgGVY,2312,0,2023-01-11 06:36:20+00:00,bot,rt https co mboxiiggvy,"['rt', 'https', 'co', 'mboxiiggvy']","['rt', 'https', 'co', 'mboxiiggvy']","['rt', 'https', 'co', 'mboxiiggvy']"
48,1613058234130247680,ntsana_,film kata kapan ada yg tau gk,36,1329,2023-01-11 06:20:26+00:00,human,film kata kapan ada yg tau gk,"['film', 'kata', 'kapan', 'ada', 'yg', 'tau', 'gk']","['film', 'kata', 'kapan', 'ada', 'yang', 'tahu', 'tidak']",['film']
49,1613054551904616449,ntsana_,@mangudung_ sy tandain anda chicken,0,9,2023-01-11 06:05:48+00:00,human,sy tandain anda chicken,"['sy', 'tandain', 'anda', 'chicken']","['saya', 'tandain', 'anda', 'chicken']","['tandain', 'chicken']"
50,1613053838386421760,ntsana_,"@kiranaaugust ntsana, nt nya nice try",13,260,2023-01-11 06:02:58+00:00,human,ntsana nt nya nice try,"['ntsana', 'nt', 'nya', 'nice', 'try']","['ntsana', 'nt', 'nya', 'nice', 'try']","['ntsana', 'nt', 'nya', 'nice', 'try']"
51,1613052988511379456,ntsana_,@mangudung_ jawabannya ada di bio km,0,69,2023-01-11 05:59:36+00:00,human,jawabannya ada di bio km,"['jawabannya', 'ada', 'di', 'bio', 'km']","['jawabannya', 'ada', 'di', 'bio', 'km']","['jawabannya', 'bio', 'km']"
52,1613050149793853442,ntsana_,#NewProfilePic https://t.co/trA1CcQJrN,153,9715,2023-01-11 05:48:19+00:00,bot,newprofilepic https co tra ccqjrn,"['newprofilepic', 'https', 'co', 'tra', 'ccqjrn']","['newprofilepic', 'https', 'co', 'tra', 'ccqjrn']","['newprofilepic', 'https', 'co', 'tra', 'ccqjrn']"
53,1613009816875855872,ntsana_,@rrabadikik @talkingkrill HAHAHAHHAHAHA,0,0,2023-01-11 03:08:03+00:00,human,hahahahhahaha,['hahahahhahaha'],['hahahahhahaha'],['hahahahhahaha']
54,1612807946928541698,ntsana_,@rizkygaby duh keknya seru ya,0,0,2023-01-10 13:45:53+00:00,human,duh keknya seru ya,"['duh', 'keknya', 'seru', 'ya']","['duh', 'keknya', 'seru', 'ya']","['duh', 'keknya', 'seru', 'ya']"
55,1612476853901725696,ntsana_,RT @ntsana_: https://t.co/aDS7SbyAlH https://t.co/DP7OqR41vg,227,0,2023-01-09 15:50:14+00:00,bot,rt https co ads sbyalh https co dp oqr vg,"['rt', 'https', 'co', 'ads', 'sbyalh', 'https', 'co', 'dp', 'oqr', 'vg']","['rt', 'https', 'co', 'ads', 'sbyalh', 'https', 'co', 'dp', 'oqr', 'vg']","['rt', 'https', 'co', 'ads', 'sbyalh', 'https', 'co', 'dp', 'oqr', 'vg']"
56,1612460081811189761,ntsana_,RT @rintiksedupod: WADUH https://t.co/LjTE9YpEjJ,58,0,2023-01-09 14:43:36+00:00,bot,rt waduh https co ljte ypejj,"['rt', 'waduh', 'https', 'co', 'ljte', 'ypejj']","['rt', 'waduh', 'https', 'co', 'ljte', 'ypejj']","['rt', 'https', 'co', 'ljte', 'ypejj']"
57,1612443580521672704,ntsana_,https://t.co/aDS7SbyAlH https://t.co/DP7OqR41vg,227,2339,2023-01-09 13:38:02+00:00,bot,https co ads sbyalh https co dp oqr vg,"['https', 'co', 'ads', 'sbyalh', 'https', 'co', 'dp', 'oqr', 'vg']","['https', 'co', 'ads', 'sbyalh', 'https', 'co', 'dp', 'oqr', 'vg']","['https', 'co', 'ads', 'sbyalh', 'https', 'co', 'dp', 'oqr', 'vg']"
58,1611608119154708480,ntsana_,so the problem is i like you and it scares me,1450,5793,2023-01-07 06:18:12+00:00,human,so the problem is like you and it scares me,"['so', 'the', 'problem', 'is', 'like', 'you', 'and', 'it', 'scares', 'me']","['so', 'the', 'problem', 'is', 'like', 'you', 'and', 'it', 'scares', 'me']","['so', 'the', 'problem', 'is', 'like', 'you', 'and', 'it', 'scares', 'me']"
59,1611358142851579906,ntsana_,😮‍💨 https://t.co/7mIDrhJZL1 https://t.co/s5RW61a53q,588,4827,2023-01-06 13:44:53+00:00,bot,https co midrhjzl https co rw,"['https', 'co', 'midrhjzl', 'https', 'co', 'rw']","['https', 'co', 'midrhjzl', 'https', 'co', 'rw']","['https', 'co', 'midrhjzl', 'https', 'co', 'rw']"
60,1610147842546622464,ntsana_,@dieemmmygy petualangannya baru dimulai🥹♥️,6,89,2023-01-03 05:35:35+00:00,human,petualangannya baru dimulai,"['petualangannya', 'baru', 'dimulai']","['petualangannya', 'baru', 'dimulai']",['petualangannya']
61,1609930388956405760,ntsana_,@sukaachanyeol terima kasih sudah suka🥹♥️,0,2,2023-01-02 15:11:30+00:00,human,terima kasih sudah suka,"['terima', 'kasih', 'sudah', 'suka']","['terima', 'kasih', 'sudah', 'suka']","['terima', 'kasih', 'suka']"
62,1609899085523472384,ntsana_,hadh https://t.co/YWipYO0rD7 https://t.co/9YOk4LVUZL,472,4723,2023-01-02 13:07:07+00:00,bot,hadh https co ywipyo rd https co yok lvuzl,"['hadh', 'https', 'co', 'ywipyo', 'rd', 'https', 'co', 'yok', 'lvuzl']","['hadh', 'https', 'co', 'ywipyo', 'rd', 'https', 'co', 'yok', 'lvuzl']","['hadh', 'https', 'co', 'ywipyo', 'rd', 'https', 'co', 'yok', 'lvuzl']"
63,1609808107693314048,ntsana_,https://t.co/1n0t1VcUGd,238,4225,2023-01-02 07:05:36+00:00,bot,https co vcugd,"['https', 'co', 'vcugd']","['https', 'co', 'vcugd']","['https', 'co', 'vcugd']"
64,1609376406307475459,ntsana_,😘 https://t.co/uuRYhSmZ3d,9,278,2023-01-01 02:30:10+00:00,bot,https co uuryhsmz,"['https', 'co', 'uuryhsmz']","['https', 'co', 'uuryhsmz']","['https', 'co', 'uuryhsmz']"
65,1609242529240842245,ntsana_,@Arsenal 😍😍😍😍,3,102,2022-12-31 17:38:11+00:00,human,,[],[],[]
66,1609241558758625287,ntsana_,"semoga di tahun yang baru kita sehat-sehat, lebih kuat dan semangat, juga sering senang! 🤍 https://t.co/526dF42J7T",2994,8063,2022-12-31 17:34:20+00:00,bot,semoga di tahun yang baru kita sehat sehat lebih kuat dan semangat juga sering senang https co df,"['semoga', 'di', 'tahun', 'yang', 'baru', 'kita', 'sehat', 'sehat', 'lebih', 'kuat', 'dan', 'semangat', 'juga', 'sering', 'senang', 'https', 'co', 'df']","['semoga', 'di', 'tahun', 'yang', 'baru', 'kita', 'sehat', 'sehat', 'lebih', 'kuat', 'dan', 'semangat', 'juga', 'sering', 'senang', 'https', 'co', 'df']","['semoga', 'sehat', 'sehat', 'kuat', 'semangat', 'senang', 'https', 'co', 'df']"
67,1609130167661887488,ntsana_,@qrawzin hihihihi😘😘,0,46,2022-12-31 10:11:42+00:00,human,hihihihi,['hihihihi'],['hihihihi'],['hihihihi']
