,default_profile,description,favourites_count,followers_count,friends_count,id,location,screen_name,statuses_count,verified,account_age_days,account_type,ratio_statuses_count_per_age,ratio_favorites_per_age,ratio_friends_per_followers,word_count,char_count,reputation,contains_bot_name,description_word_count,description_character_count,avg_word
11,True,x,1530,3,39,1376003718,True,super_wangyu,2356,False,2674,bot,0.881077038145101,0.5721765145848915,13.0,1,1,0.07142857142857142,,1,1,1.0
12,False,Photographer. Director. Author. https://t.co/tzgKNd16c1 @NikonUSA Ambassador,8664,281968,1381,39588492,True,JoeMcNallyPhoto,10532,False,4116,human,2.558794946550049,2.1049562682215743,0.004897718890086818,6,76,0.9951261518480743,,6,71,11.833333333333334
13,False,"Maritime attorney w/ @MillsBlackLLP, sailor, & writer on a quest to DC to make the world a better place. #lawtwitter #netneutrality #RedSox",51200,2184,2626,224666841,True,pfb360,32628,False,3540,human,9.216949152542373,14.463276836158192,1.2023809523809523,22,139,0.4540540540540541,,22,118,5.363636363636363
14,False,alma de pipa avoada,3069,1064,172,866648466,True,tteodoras,73482,False,2872,bot,25.58565459610028,1.0685933147632312,0.16165413533834586,4,19,0.86084142394822,,4,16,4.0
15,True,x,286,10,64,3676578139,True,ng1susan,562,False,1790,human,0.3139664804469274,0.15977653631284916,6.4,1,1,0.13513513513513514,,1,1,1.0
16,True,all joy no pain | womxn’s ultimate frisbee team at Duke University,2852,371,355,3050579969,True,DukeSwerve,4378,False,2005,human,2.1835411471321695,1.4224438902743142,0.9568733153638814,12,66,0.5110192837465565,,12,55,4.583333333333333
17,False,What’s Love EP out now!!!,38599,2724,2638,164438347,True,KillahCam__,218201,False,3694,human,59.06903086085544,10.449106659447754,0.9684287812041116,5,25,0.5080193957478553,,5,21,4.2
18,False,"Realism Painter, Digital Illustrator, and pop culture nerd 🍕🐢⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀  -`･ tayloremathias@gmail.com ･´-  ",3509,93,1024,2337802973,True,tayloremathias,1040,False,2380,human,0.4369747899159664,1.4743697478991598,11.010752688172044,15,117,0.08325872873769025,,14,101,7.214285714285714
19,True,セクシー下着を身につけた女子はフェロモンがいっぱいですね。お気に入りの画像はＲＴお願いします！,0,916,0,2943615224,True,sexy_sitagigazo,3416,False,2063,bot,1.6558410082404265,0.0,0.0,1,47,1.0,,1,47,47.0
20,True,イン率低め…またいつかあらわれるます‼︎絡みほし^_^！乗っ取られてます…,37,9485,228,3943702392,True,EpxZqnk,1577,False,1766,human,0.8929784824462061,0.020951302378255945,0.024037954665260937,1,37,0.976526304952126,,1,37,37.0
21,False,This is my personal Twitter account. All opinions and points-of-view expressed here are my own. 🌏🌿💚 Be the change you want to see ✌️ #vegan #love #life,15033,752,1536,24124800,True,mimian2009,12962,False,4177,human,3.1031841034235095,3.598994493655734,2.0425531914893615,27,151,0.32867132867132864,,27,125,4.62962962962963
22,False,x,27954,352,229,897130996386205696,True,TraderA10C,7827,False,1100,human,7.115454545454545,25.412727272727274,0.6505681818181818,1,1,0.6058519793459552,,1,1,1.0
23,False,I sing about stuff I don’t like to talk about and binge watch Friends.,26013,230773,67258,38019317,True,DerikFein,40954,True,4123,human,9.93305845258307,6.309240844045598,0.29144657303930704,14,70,0.7743254896302734,,14,57,4.071428571428571
24,False,"A Licensed Realtor with Douglas Realty.  I have been in the real estate business for 14+ years, a hard-working, dedicated sales professional!",145,70,176,53487108,True,Traceyb2225,531,False,4064,human,0.13065944881889763,0.035679133858267716,2.5142857142857142,23,141,0.2845528455284553,,22,119,5.409090909090909
25,False,Snap : Jirkko,6862,72461,10108,460279825,True,Jirkko,26249,False,3143,human,8.351574928412345,2.1832643970728602,0.13949572873683774,3,13,0.877581174532815,,3,11,3.6666666666666665
26,False,"#journalist covers #transportation & #commuting for NJ Advance Media. I'm on https://t.co/zB7ROhBPXE, riding NJ Transit, GSP & bike. Click & read to support",27179,7992,5040,209725175,True,CommutingLarry,46747,True,3581,human,13.054174811505167,7.5897793912315,0.6306306306306306,23,156,0.6132596685082873,,23,134,5.826086956521739
27,False,"Eu só quero a calmaria de um lugar, que sopra o vento da paz...",2260,78,30,91236173,True,may_vieeira,4539,False,3925,bot,1.1564331210191083,0.575796178343949,0.38461538461538464,14,63,0.7222222222222222,,14,50,3.5714285714285716
28,False,Definitely deplorable.,1362,21,0,798396768627134465,True,MonaDorscheid,1398,False,1373,human,1.0182083029861617,0.9919883466860888,0.0,2,22,1.0,,2,21,10.5
29,False,The #VMAs are LIVE on Aug. 30th at 8p! ✨,20148,15886561,31047,2367911,True,MTV,293344,True,4894,bot,59.939517776869636,4.11687780956273,0.001954293317477584,10,40,0.9980495184954925,,10,31,3.1
30,False,Moldmaking & Manufacturing News,0,296,206,460332176,True,ultramold,285,False,3143,bot,0.09067769646834235,0.0,0.6959459459459459,4,31,0.5896414342629482,,4,28,7.0
31,False,x,88,2,0,415764375,True,ronaldcarhuaz,128,False,3196,bot,0.04005006257822278,0.02753441802252816,0.0,1,1,1.0,,1,1,1.0
32,True,x,778,20,355,417341905,True,JEANVINEY,1095,False,3194,bot,0.3428303068252974,0.24358171571696932,17.75,1,1,0.05333333333333334,,1,1,1.0
33,False,"Connecting fathers in the Miami area through meet ups, blogs, workshops and more. Part of City Dads Group.",1088,306,378,708029961681170433,True,miamidadsgroup,331,False,1622,human,0.20406905055487054,0.6707768187422934,1.2352941176470589,18,106,0.4473684210526316,,18,89,4.944444444444445
34,True,we 3 bitcoin 3,1332,15,28,765659108854857729,True,venedimnikolae2,1332,False,1463,bot,0.9104579630895421,0.9104579630895421,1.8666666666666667,4,14,0.3488372093023256,,4,11,2.75
35,True,"Long time progressive, back2 the 60's, I've watched it all come apart once again thanks2the predators
Still stuck behind Twitter's stonewall of 5,000 Followings",67588,3327,4999,837344043021570049,True,MichaelGreens12,50443,False,1265,bot,39.87588932806324,53.429249011857706,1.5025548542230238,23,160,0.3995916406437665,,24,137,5.708333333333333
36,False,“Having a daughter does not make a man decent. Having a wife does not make a decent man. Treating people with dignity and respect makes a decent man.” @AOC,7125,180,588,37489316,True,Maggerdoodle,2584,False,4125,human,0.6264242424242424,1.7272727272727273,3.2666666666666666,29,155,0.234375,,29,127,4.379310344827586
37,False,"Hey, we r The Sabys a school girl band tryin' to make our dream come true.",56,3,0,227019467,True,TheSabys,112,False,3534,bot,0.03169213355970572,0.01584606677985286,0.0,16,74,1.0,,16,59,3.6875
38,False,•1st Male Winner of Americas Next Top Model •Former NFL player Eagles and New York Giants •Actor/Model/Mogul,16516,40123,2713,92544265,True,Keith_Carlos,22127,True,3919,human,5.646083184485838,4.2143403929573875,0.06761707748672831,17,108,0.9366654216079933,,17,92,5.411764705882353
39,True,长满眼睛。,942,21,46,734035576068788225,True,RUMI_0619,366,False,1550,bot,0.2361290322580645,0.607741935483871,2.1904761904761907,1,5,0.31343283582089554,,1,5,5.0
40,False,"Family, Friends, Music, good Movies, Books, Craft Beer & Twitter... The necessities of life! Remember always that ETHICS are important!  🌊🌊🌊 #Resist #FBR",15031,3668,3696,248259880,True,wilycyotee,15638,False,3481,human,4.492387245044528,4.31801206549842,1.0076335877862594,24,153,0.49809885931558934,,23,130,5.6521739130434785
41,False,Old enough to have my life together... but I don't,5062,57,411,226757393,True,BLC2789,896,False,3535,human,0.25346534653465347,1.431966053748232,7.2105263157894735,10,50,0.12179487179487179,,10,41,4.1
42,True,x,769,5,57,18359142,True,rob808_2002,1225,False,4255,bot,0.2878965922444183,0.18072855464159812,11.4,1,1,0.08064516129032258,,1,1,1.0
43,True,x,96,4,28,354162350,True,AleksandrZorin,14,False,3294,bot,0.004250151791135397,0.029143897996357013,7.0,1,1,0.125,,1,1,1.0
44,False,God first • Psalm 139:14 #ABQT,26820,208,225,443030647,True,atira_latrese,4988,False,3163,human,1.576983876067025,8.479291811571294,1.0817307692307692,6,30,0.48036951501154734,,6,25,4.166666666666667
45,False,"I write books! Next up: Skyhunter (Sept. 29, 2020). Messing with your OTPs since 2011. she/her",30377,105389,757,35916009,True,Marie_Lu,33458,True,4131,human,8.09924957637376,7.353425320745582,0.007182912827714468,16,94,0.9928683134550524,,16,79,4.9375
46,False,*Burgh Verified* Mom/Step Mom to 5. PR professional/storyteller; advocate for women. Slow & steady runner. IPA lover.,2926,2494,2395,119802157,True,JustHollieG,11134,False,3820,human,2.9146596858638745,0.7659685863874346,0.9603047313552526,17,117,0.5101247698915934,,17,101,5.9411764705882355
47,True,I dabble in the art of talking with my butt.,2241,11,0,796252778066743296,True,PunchDrunkRina,3089,False,1379,bot,2.2400290065264685,1.6250906453952139,0.0,10,44,1.0,,10,35,3.5
48,False,x,1860,579326,476,193205108,True,AlberthieneE,81717,False,3620,human,22.57375690607735,0.5138121546961326,0.0008216444627032102,1,1,0.9991790300826834,,1,1,1.0
49,True,"Small business owner: Landscaping
""I'm only here to voice my opinion""",948,47,177,938598744747941888,True,thometz_sr,2036,False,986,human,2.0649087221095335,0.9614604462474645,3.765957446808511,10,69,0.20982142857142858,,11,59,5.363636363636363
50,True,x,0,5,0,928314603376742400,True,FilmRevisionist,1763,False,1014,bot,1.7386587771203157,0.0,0.0,1,1,1.0,,1,1,1.0
51,True,"Hhiiiiiiiiii Im Whisper, Book Worm. I Love Wattpad &",2234,34,0,298585488,True,Whispeyy_Lovee,3365,False,3384,bot,0.9943853427895981,0.6601654846335697,0.0,9,52,1.0,,9,44,4.888888888888889
52,False,"Editora de moda, jornalista, escritora, curadora-adjunta de moda do MASP https://t.co/5xIUh1qj4g @lilianpacce",17515,606920,676,15736267,True,LilianPacce,46570,True,4396,human,10.593721565059145,3.984303912647862,0.001113820602385817,12,109,0.9988874186136841,,12,98,8.166666666666666
53,False,"UFC fighter, livin the dream! hunting, fishing and the outdoors are my passion.Managed by @mmainc
https://t.co/7HQA99xTxF",6,265107,609,87302683,True,chadmendes,20684,True,3941,human,5.2484141080943925,0.0015224562293834052,0.0022971856646561576,15,121,0.9977080793027142,,16,106,6.625
54,True,x,2368,19,0,1252265444,True,webster215,3227,False,2720,bot,1.1863970588235293,0.8705882352941177,0.0,1,1,1.0,,1,1,1.0
55,False,"Phoenix, Az🏜️

In love with @leonorsymonds 💟",5960,110,100,46928242,True,aleexhoze,19641,False,4084,human,4.809255631733595,1.4593535749265425,0.9090909090909091,6,44,0.5238095238095238,,7,37,5.285714285714286
56,False,Sogna la tua vita a colori: è il segreto della felicità. 🌈,253,317,413,2918711542,True,TinoVale23,3110,False,2076,bot,1.498073217726397,0.12186897880539499,1.3028391167192428,12,58,0.43424657534246575,,12,47,3.9166666666666665
57,True,https://t.co/5rVvVSd6Cs,2183,636,949,538446976,True,itsthotshit,13314,False,3066,human,4.342465753424658,0.7120026092628833,1.4921383647798743,1,23,0.40126182965299684,,1,23,23.0
58,False,x,329,6,0,178260000,True,kat8815,437,False,3658,bot,0.11946418808091853,0.08993985784581739,0.0,1,1,1.0,,1,1,1.0
59,True,Vou filosofar? Sim. Vocês irão gostar? Talvez. Esse twitter é real? Não. É uma crise pontual. Ou não.,6,290677,339,82843602,True,oclebermachado,8962,False,3960,human,2.2631313131313133,0.0015151515151515152,0.0011662429431981201,18,101,0.9988351155950188,,18,84,4.666666666666667
60,True,Hey,45,5,0,772475576779214848,True,IvkovichGeri,105,False,1444,human,0.07271468144044321,0.031163434903047092,0.0,1,3,1.0,,1,3,3.0
61,True,x,9525,66,972,544214527,True,andersson_93,3402,False,3059,bot,1.1121281464530892,3.113762667538411,14.727272727272727,1,1,0.06358381502890173,,1,1,1.0
62,False,x,6002,76,1681,482610286,True,johnson424215,566,False,3119,human,0.18146841936518116,1.9243347226675216,22.11842105263158,1,1,0.043255549231644846,,1,1,1.0
63,False,News from the European Data Protection Supervisor (EDPS). Account managed by the EDPS Information & Communication team. Disclaimer: https://t.co/87Ywlcz2kt,1497,21046,3025,596377986,True,EU_EDPS,4616,True,3001,human,1.538153948683772,0.49883372209263577,0.14373277582438468,19,155,0.8743301067674796,,19,137,7.2105263157894735
64,True,"Word as color, once a day. A CBDQ bot by @lyyyndseyyy.",0,295,0,708394182595883008,True,hashfacade,1567,False,1621,bot,0.9666872301048736,0.0,0.0,11,54,1.0,,11,44,4.0
65,False,"Mamá enamorada perdidamente de Rufina, Magnolia y Amancio ❤️ Instagram: sangrejaponesa ---- 🎬",1704,3912094,507,153619589,True,chinasuarez,11151,True,3724,human,2.994360902255639,0.45757250268528465,0.0001295981129287793,13,93,0.9998704186805657,,13,81,6.230769230769231
66,True,simplenteyo..  beauiful and appy,326,0,0,778553286022533120,True,BurgerDarceytai,661,False,1427,human,0.46320953048353186,0.22845129642606868,,5,32,,,4,28,7.0
67,False,"Benedito João dos Santos Silva, Beleléu",36116,127,519,122428644,True,raphael_gpontes,17003,False,3812,human,4.460388247639035,9.474291710388247,4.086614173228346,6,39,0.19659442724458204,,6,34,5.666666666666667
68,False,"Tato Cepeda, Publicista con énfasis En estrategia comercial y medios. Believe it or not, I'm walking on air. 📻",40418,264723,1140,59515114,True,TatoCepeda,50406,False,4044,human,12.464391691394658,9.99455984174085,0.004306388186897247,19,110,0.9957120772728811,,19,92,4.842105263157895
69,True,"22 • queer • aries • tcu alum • theatre artist • dreamer • vegan • ACAB or bust • #BLM • lover of music, travel, womanism & sunshine  🌈🌻{ She/Her/Hers }",35315,1033,890,833356976,True,HippyHill_,42784,False,2890,human,14.804152249134948,12.219723183391004,0.861568247821878,33,152,0.5371814872594903,,32,120,3.75
70,True,Humble girl. Cosplay master / Unicorn. Waiting you at https://t.co/t67GXWK0jP,245,10,0,2301364213,True,semsemich1,37,False,2402,bot,0.015403830141548709,0.10199833472106577,0.0,10,77,1.0,,10,68,6.8
71,True,"Periodista, El Café Picante en Youtube",35176,139669,419,154670681,True,amoralesan,44572,False,3721,human,11.978500403117442,9.453372749260952,0.0029999498815055595,6,38,0.9970090228998915,,6,33,5.5
72,False,Munich | Germany | 24,2238,1,25,629413127,True,_hubernhard_,5810,False,2964,bot,1.9601889338731444,0.7550607287449392,25.0,5,21,0.038461538461538464,,5,17,3.4
73,True,야구단코치  우리의 포텐을  터트릴때가  이제왔어  우승하는걸  보여줘야한다.힘내자 나는 거인,76,33,801,940050242,True,jonghoekjung,154,False,2838,bot,0.05426356589147287,0.026779422128259338,24.272727272727273,14,52,0.039568345323741004,,9,39,4.333333333333333
74,False,"SAG Actress•TVhost•VEGAN•Beauty Editor EVENTOS Magazine •crueltyfree & VEGAN skin care line 🐰🌱 ""Cataño by Aniise""•VoiceOver talent•Entrepeneur•PETA Advocate•",15894,23697,909,206049898,True,CatanoOfficial,27053,True,3589,human,7.537754249094455,4.428531624407913,0.038359285985567794,17,157,0.9630577907827359,,17,141,8.294117647058824
75,False,#ArtDirection #Makeup #Hair #WardrobeStyling #Influencer #Contributor - Founder @KsStylingTeam - #LeadHairStylist @DearWhitePeople movie.,7065,3017,823,18621244,True,KimberlySteward,10729,False,4244,human,2.5280395852968898,1.664703110273327,0.27278753728869737,13,137,0.7856770833333333,,13,125,9.615384615384615
76,False,"Freelance Focus Puller
Marmara Üniversitesi",1398,126,0,353636529,True,salakern,2097,False,3294,human,0.6366120218579235,0.424408014571949,0.0,4,43,1.0,,5,39,7.8
77,False,"the fuck 2020
she/her
#wearamask #blm",43082,408,620,17304859,True,CellistPond,23200,False,4299,human,5.396603861363108,10.02140032565713,1.5196078431372548,4,37,0.3968871595330739,,6,32,5.333333333333333
78,False,x,22,261,0,103025630,True,mynameisjhu,963,False,3875,human,0.24851612903225806,0.00567741935483871,0.0,1,1,1.0,,1,1,1.0
79,True,x,85,4,0,278927480,True,Shataya13m,108,False,3421,bot,0.03156971645717627,0.024846536100555393,0.0,1,1,1.0,,1,1,1.0
80,False,Le follie sono le uniche cose che non si rimpiangono mai .,48,119,281,358095633,True,Blackdogptf,2381,False,3287,human,0.7243687252814116,0.014602981442044418,2.361344537815126,12,58,0.2975,,12,47,3.9166666666666665
81,False,I am here just to express myself ...,7612,5362,355,115343506,True,najamwalikhan,10273,False,3835,human,2.678748370273794,1.9848761408083442,0.06620663931368892,8,36,0.9379044953647018,,8,29,3.625
82,True,"Senior SDET @RenttheRunway | Former @wework, @tumblr | dog enthusiast | #ssbm | reblogger of memes | #wholesome to the core",3123,338,986,2444756510,True,justcantethan,2842,False,2318,human,1.2260569456427954,1.3472821397756687,2.9171597633136095,21,123,0.2552870090634441,,21,103,4.904761904761905
83,False,"I'm the villain of my own story, and perhaps yours.",8431,94,108,273159476,True,ACEMoney1138,2484,False,3432,human,0.7237762237762237,2.4565850815850814,1.148936170212766,10,51,0.46534653465346537,,10,42,4.2
84,False,"Enby Transgirl (She/They) who likes robots, yuri, monster girls/enbies. Commie Autobot. Toy photographer. Lesbian except for Rodimus. 🏳️‍🌈🏳️‍⚧️",4755,47,352,962841941242150912,True,SwordyMeeks,2634,False,919,human,2.866158868335147,5.174102285092492,7.48936170212766,18,143,0.11779448621553884,,18,126,7.0
85,False,SPTA at Owens Community College. Graduate in May and that's when I'll have my life back....,2317,18,0,380457314,True,SamanthaJune666,3204,False,3249,bot,0.9861495844875346,0.7131425053862727,0.0,16,91,1.0,,16,76,4.75
86,True,welcome if you didn’t know I love my friends and phineas and ferb,72554,1926,793,2919763790,True,carlybella_,44141,False,2083,human,21.191070571291405,34.83149303888622,0.4117341640706127,13,65,0.7083486575947039,,13,53,4.076923076923077
87,True,"Economics Editor, BBC. Fin crisis book @theDefaultLine .. Brexitologist. Host award-winning 2016 EUref TV interviews & 2017 live GE debate. United ST.",2744,357886,9997,22812734,True,faisalislam,77157,True,4185,human,18.436559139784947,0.6556750298685783,0.027933476023091153,22,150,0.9728255994433013,,22,129,5.863636363636363
88,True,x,2152,62,0,1219499012,True,DanAngus91,3208,False,2731,bot,1.1746612962284877,0.7879897473452948,0.0,1,1,1.0,,1,1,1.0
89,False,Watashi wa choudo nani ga juuyou ka mitsukeyou toshite iru,2015,207,546,18341548,True,GustavoEstrella,5396,False,4256,human,1.2678571428571428,0.47344924812030076,2.63768115942029,10,58,0.2749003984063745,,10,49,4.9
90,True,BUCK50NTCM.D NJ,47,0,0,772186930427682817,True,Eagle_Puchajda,101,False,1445,human,0.0698961937716263,0.032525951557093424,,2,15,,,2,14,7.0
91,False,x,4922,438,357,1733822028,True,NickkRowell,6827,False,2539,human,2.6888538794801105,1.9385584875935407,0.815068493150685,1,1,0.5509433962264151,,1,1,1.0
92,True,x,6,16,0,272893712,True,paulrgreg,137,False,3432,human,0.03991841491841492,0.0017482517482517483,0.0,1,1,1.0,,1,1,1.0
93,False,x,1019,28,122,284435811,True,Rude_Boy31,1568,False,3410,bot,0.45982404692082113,0.29882697947214076,4.357142857142857,1,1,0.18666666666666668,,1,1,1.0
94,False,"Work in progress bot. Extremely accurate horoscopes tweeted twice daily. Made by @splotchoncarpet using Cheap Bots, Done Quick!",0,57,3,981755559195086848,True,astrology_bot,1682,False,867,bot,1.9400230680507498,0.0,0.05263157894736842,18,127,0.95,,18,110,6.111111111111111
95,True,x,1663,10,0,1002441816,True,chiacruz14,2340,False,2808,bot,0.8333333333333334,0.5922364672364673,0.0,1,1,1.0,,1,1,1.0
96,True,"Film actor, artist, painter, humanitarian",1,41478966,24,132385468,True,BeingSalmanKhan,42885,True,3781,human,11.342237503306004,0.0002644802962179318,5.786065158904877e-07,5,41,0.9999994213938189,,5,37,7.4
97,False,"24, EFL teacher, LG(B)T+

|Jonatic|Larrie|OT5| 

#Apruebo #ConvenciónConstituyente















Personal / fan account 🐧",29970,1835,2570,94896901,True,iJonasStylinson,65537,False,3909,human,16.76566896904579,7.666922486569455,1.4005449591280654,10,122,0.41657207718501704,,12,93,7.75
98,False,(sic),1837,10,2,348659308,True,Haush13838782sh,3831,False,3302,human,1.160205935796487,0.5563294972743792,0.2,1,5,0.8333333333333334,,1,5,5.0
99,False,STEF BLACK (they/them) is very mean about politics. Sub my YT for cute turtle + communist bile. Now is the time to wear neon & sharpen. Logos by IG: karatimmons,66702,829,1865,12585462,True,NotEasyAnswers,38332,False,4592,human,8.347560975609756,14.525696864111499,2.249698431845597,30,160,0.307720861172977,,30,131,4.366666666666666
100,True,love everthing about beauty...,1563,15,0,343415230,True,vincichen1231,2068,False,3310,bot,0.6247734138972809,0.47220543806646526,0.0,4,30,1.0,,4,27,6.75
101,False,Assistant Principal Landis Elementary.,301,136,249,3246396084,True,alghuizar,241,False,1891,human,0.1274457958751983,0.15917503966155475,1.8308823529411764,4,38,0.35324675324675325,,4,35,8.75
102,False,No more than a person. No less than a person.,33772,1623,1750,1148460439,True,E_c_h_o,33048,False,2752,human,12.008720930232558,12.271802325581396,1.0782501540357363,10,45,0.4811740290542544,,10,36,3.6
103,True,x,18,4514,32,714349706,True,EvaHerzigova,154,False,2947,human,0.052256532066508314,0.006107906345436036,0.007089056269384138,1,1,0.9929608446986362,,1,1,1.0
104,False,family#cycle#travel#garden#decor,2191,23,319,2468088978,True,bmore1051,2868,False,2304,bot,1.2447916666666667,0.9509548611111112,13.869565217391305,1,32,0.06725146198830409,,1,32,32.0
105,False,I am just me being ME!!,2583,108,0,23331044,True,EdwardCAddict,5626,False,4181,bot,1.3456110978234872,0.6177947859363788,0.0,6,23,1.0,,6,18,3.0
106,False,Mak kau cakap kau boleh - FB/Insta: inchekubi,342,1491,158,17039652,True,inchekubi,4339,False,4311,human,1.0064950127580607,0.07933194154488518,0.10596914822266935,8,45,0.9041843541540328,,8,38,4.75
107,False,Click the link to hear my new song suck that dick okay!,68309,59608,6924,1379409475,True,DMVMOSTFAMOUS,141642,False,2672,human,53.009730538922156,25.564745508982035,0.11615890484498725,12,55,0.8959297781518668,,12,44,3.6666666666666665
108,False,@WashingtonPost reporter: Now I write about DC government. I used to write about religion in America. Author of Conning Harvard (@Lyons_Press). Balloon twister.,4282,9179,1275,368050288,True,JulieZauzmer,11104,True,3271,human,3.3946805258330786,1.309079792112504,0.1389040200457566,23,160,0.878037114979912,,23,138,6.0
109,True,sono parte di max,103,41766,270,257169121,True,brunoficodindia,7060,False,3463,human,2.0386947733179324,0.029742997401097315,0.00646458842120385,4,17,0.993576934056523,,4,14,3.5
110,False,@abigailacortez  shu shu ye ye 💮,13226,1013,33,769633309722763264,True,Boqur,733,False,1452,human,0.5048209366391184,9.108815426997245,0.03257650542941757,7,32,0.9684512428298279,,6,26,4.333333333333333
111,True,Do you like it gently? Come in! 💚💚💚 https://t.co/fFjCLS1VHG,326,12,0,23339809,True,dukeyc,62,False,4181,bot,0.014828988280315715,0.07797177708682133,0.0,9,59,1.0,,9,51,5.666666666666667
112,False,Chaos in my silence,3576,714,387,878449580,True,MohdShahmi_9,31154,False,2866,human,10.870202372644801,1.247732030704815,0.542016806722689,4,19,0.6485013623978202,,4,16,4.0
113,False,"stories with a point of view, brought to you by condé nast",3257,53547,258,2425882104,True,heyiris,21218,True,2329,human,9.110347788750536,1.3984542722198368,0.004818197097876632,12,58,0.9952049066071926,,12,47,3.9166666666666665
114,False,"Mexicana que aprendió inglés con inglés sin barreras, y ahora es bien kool. SC: ugh_itsher",322,121,101,88081160,True,_amy00,23163,False,3938,human,5.881919756221432,0.08176739461655663,0.8347107438016529,15,90,0.545045045045045,,15,76,5.066666666666666
115,True,"La vida es demasiado corta para que malgastes tu tiempo odiando a alguie, deja de hacerlo y empieza de disfrutar de verdd. Todosєn Favoяitos. 01.11.11 ‹з",67,0,0,772455418455007234,True,Tamisha_Hamster,147,False,1444,human,0.1018005540166205,0.046398891966759004,,26,153,,,26,128,4.923076923076923
116,False,"Technical Partner to U.S. Soccer. Official Partner to United Soccer Coaches and Canadian Soccer Association.⚽️ 

#KwikGoal | #KwikGoalTravels",2014,4140,1052,104600968,True,KwikGoal,4118,False,3870,human,1.0640826873385012,0.5204134366925065,0.2541062801932367,18,141,0.7973805855161787,,18,122,6.777777777777778
117,True,藍屋敷おくむらweb masterのTwitter。　http://t.co/BUWlcHsNyI　http://t.co/OIvc5r5Box　http://t.co/PG8UFADuoX #徳島 #藍染 #藍染め,19868,83404,91815,307233876,True,aizome_jp,56015,False,3370,bot,16.62166172106825,5.895548961424332,1.1008464821831088,5,108,0.4759986074569539,,8,101,12.625
118,False,x,1876,43,0,1587544788,True,PopDpp,2799,False,2595,bot,1.0786127167630057,0.7229287090558767,0.0,1,1,1.0,,1,1,1.0
119,False,Senior NFL reporter for Yahoo. Always outnumbered. Email me at: WindyCityScribe@yahoo.com.,420,115053,611,50863281,True,CharlesRobinson,10633,True,4072,human,2.611247544204322,0.1031434184675835,0.005310595986197666,11,90,0.9947174574629962,,11,80,7.2727272727272725
