created_at,default_profile,description,favourites_count,followers_count,friends_count,location,screen_name,statuses_count,verified,account_age_days,account_type
2012-12-09 17:25:08,False,Linguist. Mexican. Immigrant. College Professor. World traveler. Language enthusiast. Code-switcher.,687,103,1165,"New York, NY",chevyEdu,151,False,2809,human
2014-01-14 00:04:20,True,,11,7,968,unknown,anson6453,30,False,2409,bot
2011-08-10 16:24:10,True,,294,2233130,1650,Lima,ElMiyashiro,13726,False,3296,human
2012-08-28 15:22:48,True,Professional Footballer,58,1175249,156,unknown,VictorMoses,784,True,2912,human
2008-03-13 09:54:18,False,Average Guy with Above Average Ambitions  I am just getting started.,863,793,1630,NYC,MogulAzam,153126,False,4542,human
2011-04-18 10:40:23,True,Becky Lussier-Tardy is a Recruitment Sourcing Strategist and an Artist Rep for Sculptures by Lewis Tardy.,1233,85,72,"Mattawan, MI",bltardy,1896,False,3411,human
2016-11-11 03:59:17,True,".Black Lives Matter. Treat People With Kindness.          
(They/She)",78665,396,357,unknown,ez_in_stripes,34494,False,1377,human
2015-11-18 07:12:31,True,mom of 2 boys 👬 #Supernatural #Lucifer #The100 #TheMagicians #IntoTheBadlands #Gotham #Shameless #TheWalkingDead #FearTWD😈 #AHS,13660,410,1796,"Lock Haven, PA",katie_szostek,9149,False,1736,human
2013-03-20 16:51:19,False,Fighter‘s heart. Warrior‘s spirit. Strong and resistant 👊,2260,831924,163,"Stuttgart, Deutschland",Badstuber,1570,True,2708,human
2009-05-28 09:56:17,False,Broadcaster & Author • I talk about politics & AI • 🇩🇪 🇳🇵🇬🇧 • '#Deepfakes and the Infocalypse' - Out now: https://t.co/OWc9B2uluw,6408,43528,5410,London,NinaDSchick,12633,True,4101,human
2017-01-23 10:36:19,False,wokeuplikethis*++🦋,2963,66,140,unknown,Trvplrd2,733,False,1304,human
2015-01-12 22:35:42,True,Official Twitter for Shawn's new ShawnAccess fan community.,2173,500884,10756,unknown,ShawnAccess,4504,True,2045,human
2009-12-27 19:22:40,False,"| Cristão | Casado | Escritor | Empresário | Redator & Editor de TV | Life-Career Coach de vários artistas, atletas & políticos - Brasil & EUA |",4286,150121,0,Brazil,martinsfranklin,12824,False,3887,human
2012-09-30 20:02:54,True,,1293,3,27,France(Nancy),djibsfun,1617,False,2879,bot
2017-01-31 15:08:47,True,Day trading investing. Reorganization is surgery. one doesn't just cut.,25,0,0,San Jose,ZhCZCDM0mVndjtl,552,False,1295,bot
2011-05-26 19:40:44,False,I am a video content creator aiming to educate people about kink.  Find me on https://t.co/uUjS3g4XBA and https://t.co/IduiIayqLx,35019,785,307,"Ithaca, NY",PupShepard,27587,False,3372,human
2009-12-27 05:40:29,False,Umma college baseball player! THE END!!! Did i mention i play college baseball S/O to my class #JSU16  ⚾️⚾️⚾️,2325,603,0,unknown,Jay_jizzle3,9180,False,3888,bot
2012-03-02 16:07:56,True,,1327,0,3,unknown,x007aa,1880,False,3091,bot
2015-09-01 16:40:55,True,"My https://t.co/eHXNWi0gbI 🐶😊“If you reach for a star, you might not get one. But, you won’t come up with a hand full of mud either.” —Leo Burnett",5581,45,15,"San Francisco, CA",littleoli8,306,False,1813,human
2010-11-22 10:10:03,True,,1077,33,111,unknown,con2antonio,1792,False,3558,human
2015-11-03 09:20:28,True,❤️Guns N' Roses❤️1D❤️Zayn❤️5SOS❤️Selena❤️Nina Dobrev❤️Ian Somerhalder❤Eleanor❤ZIAM❤️️Gigi❤️Reedus❤️Bon Jovi❤️ ◆Snapchat: clau_derose ◆Instagram: clau_derose,3534,25,43,"Lima, Peru",malia_wooten,3719,False,1751,bot
2011-10-17 01:01:53,False,#4$up BOXTOP ENT..manger of @4sup_DeliBlock,35,861,0,WE ARE THE D IN #DMV #4sup,BOXTOP_AKA_BT,14001,False,3229,human
2009-04-17 14:39:26,True,,2168,9,14,"53.38773,-2.351286",GarethADean,2982,False,4141,bot
2013-08-19 16:59:41,True,New York breed. Always on the move. Love Cats,31,66627,4231,New York,sandradjones_,8347,False,2556,human
2012-02-21 15:20:03,False,Author & National Cabinet: @FFL_of_America | Editor in Chief: @TheSOA_ | Footsoldier of Christ & American Conservatism | #2A Advocate 🎀🇺🇸,28991,2311,852,"At a rock concert, probably",js_conservative,11090,False,3101,human
2008-12-18 04:01:47,False,Stand up comic/mixed martial arts fanatic/psychedelic adventurer Host of The Joe Rogan Experience #FreakParty https://t.co/caBUmcvqBY,817,6507777,3881,unknown,joerogan,45545,True,4262,human
2017-01-23 19:43:01,True,"teamfollowback We will followback, shoutout, retwee and promote you account. lease List Us! Follow our account and others will follow you.",77,2,0,unknown,Vernon533,197,False,1303,human
2011-03-04 19:32:35,False,"Small business advice, Wordpress websites, & email marketing stuff for the rest of us! Grab a cup of coffee and join the conversation. http://t.co/vNPxkO2gdG",4,1858,2065,"Atlanta, GA",ThoughtReach,5303,False,3455,bot
2011-05-27 21:59:58,False,,2016,45,50,unknown,pedrosa_gus,2834,False,3371,bot
2016-08-17 15:24:58,True,mining   operating,1332,10,34,unknown,vorobevaaina87,1332,False,1462,bot
2018-03-17 12:11:23,True,Arte e Cultura Musica Informazione,263,43,171,Italia,Derire2,1238,False,885,bot
2016-08-17 12:49:02,True,full time cryptotrader,1230,5,0,unknown,KondratevRafail,1231,False,1462,bot
2012-09-14 18:27:39,False,usmc,6459,424,311,Baldwin Park,asapant__,10197,False,2895,human
2010-11-25 17:46:11,True,,1219,1,5,GuangZhou,yiminglei,1839,False,3554,bot
2016-03-24 15:55:14,True,You'll turn out ordinary if you're not careful. No DMs.,33315,317,360,"Nebraska, USA",midwesternlivin,3126,False,1608,human
2010-08-31 19:32:37,False,Revista de Lifestyle que resalta lo positivo. Todo es posible. Editado por @sores25 press@revistainspiras.com,12275,426854,8430,"New York, NY",Inspiras_,18714,False,3640,human
2013-09-10 07:00:32,True,,1555,15,0,CHINA,danlymour,2332,False,2535,bot
2009-09-28 04:05:40,False,Editor do Vortex. Dicas e docs: diego@vortex.media (ProtonMail) ou diego@mykolab.com. Mande-me arquivos de modo seguro: https://t.co/gbm6xxSPI2?amp=1,1515,236955,1497,"Brasília, Brazil",diegoescosteguy,34765,True,3978,human
2013-07-24 17:21:11,True,WE COULD BE THE GREATEST TEAM THAT THE WORLD HAS EVER SEEN,142,72867,21427,"bradford, england",HoranHeart_x,25930,False,2582,bot
2009-03-25 20:07:22,True,,205,15,64,my litte palace,nkloving,733,False,4164,bot
2016-09-04 21:18:40,True,"Bailarina e professora, mineira nômade, de volta às origes, atleticana, botequeira, ariana hiperativa, ansiosa, e excessivamnte alegre..",62,0,0,unknown,beatriz91763054,139,False,1444,human
2013-03-20 01:19:43,False,"Rich in Color is dedicated to reading, reviewing, talking about, and promoting YA books (fiction & non-fiction) starring or written by BIPOC 📚",4457,4343,1401,unknown,Rich_in_Color,13390,False,2709,human
2009-06-13 05:34:32,False,"I am one of those kids. Trying to be me while trying to be everyone. Actor, Author, Model whatever I can be",120,374,475,"Modesto, CA",matthewkalik,13191,False,4085,human
2008-10-16 16:29:14,False,"Actor, writer, director, Z-list YouTuber, fake scientist.
Black Lives Matter.",2891,540,166,"New York, NY",Shyaporn,2532,False,4324,human
2011-10-23 00:24:40,True,"jack of all trades, master of none",287,6,71,unknown,wbutler153,242,False,3223,human
2011-06-27 02:24:07,True,,1307,24,0,unknown,CantikFitria,1793,False,3341,bot
2011-06-25 03:25:15,True,,2933,97,202,unknown,hackeadojijijij,2913,False,3343,bot
2017-02-21 06:49:49,True,Leo🦁 | COOLER THAN A BITCH |,58511,204,418,Living Lavish,ShermanTank35,16668,False,1275,human
2012-04-29 17:43:52,False,salsa - bachata - kizomba ... just come dance 💃🏻💋,4035,417,424,unknown,xXEmmaBarberXx,4919,False,3033,human
2012-02-02 08:10:22,False,,2338,21,73,unknown,AnkurChauhan10,3333,False,3121,bot
2009-04-21 03:51:35,False,Wandering Hedonist 🌟🌈 Instagram - Parineetichopra.,356,13781417,240,unknown,ParineetiChopra,8070,True,4138,human
2014-10-01 23:00:10,True,lover of good TV & strong coffee | self-diagnosed bookworm | writer of stuff | certified gluten free,68773,1229,441,"Los Angeles, CA",RowlandJordyn,19866,False,2148,human
2010-10-11 03:02:30,True,,14,0,0,unknown,prankdialroxxxx,8,False,3600,bot
2016-12-16 15:37:53,True,,550,10,21,"Charlotte, NC",croc_o_dial,849,False,1341,human
2014-05-16 00:25:45,True,,6857,308,557,the rodeo,gwlocke5,1158,False,2287,human
2015-11-03 10:56:12,True,💋💄👸18💖Cute 😳Music Lover🎶🎤 🎧📱Chocolates🍫🍫💙 Cassy👑 Sweet😘👑💙😍😘,3605,23,48,"Nueva York, USA",KayleenRamsay,3887,False,1750,bot
2009-08-02 10:06:06,False,Just be like everybody else,340,238,503,"Romiley, Stockport",leetchy08,1846,False,4035,human
2008-05-16 00:19:29,False,Tableau helps people see and understand data. For support: @TableauSupport,18539,149562,2639,"Seattle, WA",tableau,27354,True,4478,human
2012-02-05 00:49:59,False,#finalfantasyreference FF references + trend follower #allthetime #teamfollowback #teamfinalfantasy #teamHML #eatmymoogle,93,122,0,"Nibelheim, Planet",FinalFantasyRef,220,False,3118,bot
2016-11-25 23:26:43,False,I examine twitter trends in major cities to uncover secret histories. Bot by @joshleejosh,0,25,1,A musty library,SecretHistBot,5096,False,1362,bot
2017-01-31 16:29:14,True,"North America @huaweisolar
Renewable Energy. Sports and Philosophy.",1155,6,45,"Saratoga, CA",richard_hu04,1611,False,1295,bot
2011-04-11 02:27:50,False,started from the closet now I’m queer.,8150,389,346,"Salt Lake City, UT",k8ewarden,11722,False,3418,human
2011-02-05 09:05:27,False,,2183,167,681,Many places ,emmaxpengelly,3502,False,3483,human
2013-03-22 17:20:12,True,Black Lives Matter | fvsu | 1913 🐘,38865,1747,1762,United States,drummersgirl__,26951,False,2706,human
2016-09-04 19:59:02,True,If you folw me then I'l follow you! : )),45,0,0,unknown,Level_Robbyn,103,False,1444,human
2014-05-07 05:52:24,True,我们是一群年轻、热爱生活的国际团队向你介绍波士顿与新英格兰地区的吃喝玩乐、文化历史、生活消费信息。在了解多元素文化的同时，我们愿这个网站能给你在美国的学习、工作、生活中增添一份色彩。 吃喝玩乐、享受生活在波士顿&新英格兰！,1215,21,0,unknown,51boston,1654,False,2296,bot
2011-07-23 00:15:26,False,Investigative reporter | Tips ronan_farrow@newyorker.com | @HBO | @newyorker | Fmr undiplomatic diplomat | Bad lawyer | PhD but took yonks | Get CATCH AND KILL:,16647,1032495,4502,Genovia,RonanFarrow,1641,True,3315,human
2013-05-01 22:19:49,False,"fuck, I spilled baja blast on my crocs",2183,35,113,unknown,ashhy_z,291,False,2666,human
2011-07-29 10:44:02,False,Tennis player,227,15647851,130,Manacor,RafaelNadal,2981,True,3309,human
2012-09-23 01:43:28,False,🇬🇾 • G.O.O.D Music • #GiantsPride • #LakeShow • ॐ • #Lakers • ♊ • BBB,122516,522,1652,"Toronto, Canada",alreadyaclassic,70459,False,2887,human
2013-03-22 07:38:59,False,"Professional cricketer - plays for the Indian Cricket team, Baroda. Loves driving, biryani, music,little reading:)",13292,5196091,106,"Vadodra, Gujarat, India",IrfanPathan,6194,True,2707,human
2010-01-11 22:48:22,False,insta riiba7,9250,1439,833,"São José dos Campos, Brasil",riiba7,114076,False,3872,human
2009-05-05 19:09:41,False,Our roles as women are many. Wife 💍 @JasonDuke10 Founder @MiamiModelCitizens Helping others achieve their personal best.,6570,77736,693,"Miami, FL",misslisamorales,15759,True,4123,human
2015-05-25 12:40:01,True,,1862,488,400,unknown,lindseyloggins,2497,False,1912,human
2014-06-26 22:28:02,True,"IACC♥ 
IC📚
21 años🌼",13013,1135,1035,Cordoba Capital,AntoGilla23,31777,False,2245,human
2009-08-25 18:20:47,False,"Deus abençoa a quem sempre caçoa! VOCÊ NÃO ME CONHECE, VOCÊ ME ASSISTE contatoguisantana@gmail.com https://t.co/Vi3PRXBYZp SNAP:oguisantana",25,950109,874,São Paulo,oguisantana,8729,True,4011,human
2012-09-23 19:54:45,True,,12277,319,504,unknown,GinaMelancon,12630,False,2886,bot
2017-07-27 21:58:10,True,"о чм пишуHand-made  Горный туризм  ...  Бильярд, боуинг  ...",118,2,0,unknown,tyiufqud809,221,False,1118,human
2009-08-24 04:01:55,False,,754,72,340,"Awesomville,U.S.A.",edjgomez,1527,False,4013,human
2017-05-27 04:38:10,True,"It takes so much to be such a mess!
Patient X- Immune System CoNfUsEd 😉",813,439,1784,"Florida, USA",MSHotMess83,372,False,1180,human
2012-07-30 16:01:21,False,"Home of Dj Maphorisa,Zingah & Howard. || For bookings: bookings@blaqboymusic.com",12455,213811,14,"Pretoria, South Africa",BlaqBoy_News,40996,False,2941,human
2017-02-24 11:56:26,True,Investing making money. Wiker's law: government expands to absorb revenue and then some.,33,24,0,Tampa,voronovgabriel3,228,False,1271,bot
2009-04-21 05:31:03,False,pretending to know what's going on.,3773,155,0,The moon,rubyriz,10639,False,4138,bot
2011-10-09 07:48:24,False,Exceptionally ordinary. 🤟🏳️‍🌈,4584,90,386,"San Francisco, CA",becausegianna,1603,False,3237,human
2009-08-13 21:30:17,False,Parody account of a comedian and writer by himself. Co-founder @EastIndiaComedy One Mic Stand streaming now on Amazon Prime Video. Once Sapan A Time now on tour,389,1622710,579,"Bombay, भारत",sapanv,2601,True,4023,human
2017-07-21 18:13:01,False,"Librarian and author, which basically means I really like books.",1273,122,673,"South Carolina, USA",wildscriber,1188,False,1124,human
2012-11-07 01:36:08,False,"Textile artist, retail jockey, sarcastic snarkfest... keeping faith with the absurdities and delights of the Universe. ;)
She/Her, Slytherin, Sagittarius",19582,72,144,Earth,9_of_Swords,3438,False,2842,human
2016-09-03 04:08:40,True,"Рмонт сантехники, ремонт квартир, благоустройство жилых помещеий. Взаимный фолловинг",189,1,0,unknown,milik_kristyn,426,False,1446,human
2011-08-24 05:44:18,True,Welcome I'm Himchan of B.A.P StrongBabe Master LOVE BABY,80,750878,40,Republic of Korea,CHANISMOfficial,1185,False,3283,human
2013-12-25 19:56:59,False,,15509,967,0,"Belle Vernon, PA",kickingkarizma,14372,False,2428,human
2009-05-13 23:40:28,False,Contact: info@nickyhilton.com,3521,692010,493,"New York, NY",NickyHilton,10478,True,4115,human
2015-06-19 04:39:14,False,,4359,165,46,"東京都, Tōkyō-to",jsnsntz,3348,False,1888,bot
2014-02-10 20:56:47,False,"Doctor, musician and  of  extreme sports and high competitiveness",612,5,0,Mississippi,madyknx,671,False,2381,human
2009-03-31 22:02:31,True,Small town Man...trying to make it big in this world.,1066,74,97,"Newark, OH",Booman30,1630,False,4158,human
2011-12-11 02:26:12,True,Daniel LoPriore. https://t.co/UzWO1wMWC5,23384,3124,1112,unknown,DanielLoPriore,9759,False,3174,human
2010-06-19 19:04:14,True,Student-Mom-Wife. WY❤️💙,6078,204,1100,unknown,ashleyml09,1250,False,3713,bot
2015-02-15 14:56:36,True,••TEEN WOLF//SHAMELESS•• Il mio livello di sarcasmo è arrivato al punto in cui non so neanche io se scherzo o sono seria.,8379,157,384,"Verona, Veneto",00_matilde,6747,False,2011,human
2009-03-02 16:30:02,False,Opinionated. All comments are my own.,42293,110,777,Northern Virginia,Ange_O,4070,False,4187,human
2017-08-29 21:17:34,False,Mom to 2 🦀 Traveler 🧳 Champagne drinker 🍾 #PonyUp 🐴 ⬆️ #RightMatters🚨#TurnTexasBlue 🌊 #NeverTrump 🇺🇸 #ByeDon 👋🏼,201697,6583,6166,"Texas, USA",joanneintexas,146585,False,1085,human
2016-08-17 07:09:38,True,"Just a guy living in Bali doing SEO, crypto trading and some kung-fu.",1225,6,36,unknown,nikonovasofiya2,1251,False,1463,bot
2009-09-08 16:59:37,False,Periodista. Cuervo. Papá de Dante y de Benicio. Conductor de Telefe Noticias. Conductor de Data.,1333,753748,2062,Buenos Aires,barilirodolfo,11665,True,3997,human
2013-07-30 22:37:59,True,GENDERQUEER HUMAN she/they | abolicious energy | Reps: Untitled | Instagram: @TheRealSaraRamirez | Header art: @thejasonnaylor,10542,836866,344,Visitor on stolen lands,SaraRamirez,294,True,2576,human
2015-10-01 20:43:41,True,"middle age tech addicted mom,wife, nurse, football freak.",5182,45,177,unknown,jodi0406,1676,False,1783,human
2008-02-24 23:32:31,False,I write novels: https://t.co/wwEXoFfbZY 📚 & make olive oil: https://t.co/FqAOoTwN9h 🌳 How did this happen,23,286392,302,Rotten City,robinsloan,91,True,4559,human
2016-05-11 22:36:19,False,Elect Democrats. Defeat Republicans. Save America. Organize. Donate. Register. Vote. #DemCast,7186,18861,975,unknown,TrumpsTaxes,55808,False,1560,human
2010-09-16 02:45:35,False,...believing that life is a cute little package I hold in my hand 3,214,40,37,"Cebu, Philippines",soyjessajane,2710,False,3625,human
2011-12-29 19:07:48,True,,534,6,2,unknown,billfox7,804,False,3155,bot
2013-02-11 10:39:34,True,"Young lad enjoying life, do what I want when I want, simples. @meerkat.com",2167,7,0,Hartlepool,columbo_walker,3014,False,2746,bot
2017-01-09 21:15:05,False,"Wife, Mom, Grandma to six. #IL14 Blue Wave 🌊 Liberal, F. b.R, The.R.esistance, Stronger Together💪 Information junkie, unapologetically sweary. FuckTrump",25501,3577,4666,Chicagoland,blue_robin17,8593,False,1317,human
2011-01-17 06:47:59,False,,2762,250184,928,unknown,misstorilee,12104,False,3502,human
2018-07-26 18:29:08,True,"18 + only
Oh no, there is no turning back now
You've woken up the demon in me.",16507,476,1148,unknown,PandoraNuada,14553,False,754,human
2012-01-25 03:08:59,True,,608,28,57,unknown,arodvol25,1016,False,3129,bot
2014-10-01 22:22:19,True,https://t.co/V8AlqCAXJP https://t.co/lIxBTYtpnP,15981,311,634,unknown,travisbIedsoe,4675,False,2148,human
2011-05-16 04:03:49,True,Professional dancer and winner of SCD.,9891,206864,507,"London, England/Slovenia",AljazSkorjanec,3910,True,3383,human
2009-02-06 23:40:34,False,"FKA Fascinasians. Product Manager at @Snapchat. @ualbany alum 💜 Building stuff for trust & safety, mental health, & content moderation. Tweets = my views only.",19917,3851,2229,NYC,Juliet_Shen,4226,True,4211,human
2015-10-07 17:03:04,True,,0,2,0,unknown,GarmaHans,543,False,1777,bot
2012-11-24 19:03:15,True,Am just an easy going guy who love to make new friends and make everyone around me to be happy and cool.,357,51,408,"Benin city, Nigeria",AnslemOkonoboh,89,False,2824,bot
2012-06-04 14:02:01,False,,28,15,67,Greece,billsouvas,11,False,2997,human
2012-07-03 01:12:37,False,:),37,29,0,unknown,gertie1228,200,False,2969,human
2011-09-17 23:05:28,False,"Esse é  um twitter para divulgar nosso blog, somos duas , nas verdade irmas gêmeas apaixonada por moda e musica curtam no blog!  http://t.co/wh98LNtWrT",7,80,0,unknown,itgirlszblog,1451,False,3258,human
2010-12-27 23:20:15,True,Mamá de Margarita. Actriz argentina twitter oficial https://t.co/b7QxD5izkN,10512,986630,459,argentina,grisici,9736,True,3522,human
2013-07-17 05:17:17,False,"PC Technician, grew up in AZ.  Moved to CA recently.",39,1,43,"El Centro, CA",Agarus70,49,False,2590,bot
2011-12-23 17:32:48,True,Qué vergüenza con ustedes.,11003,1559640,697,unknown,MdeFrancisco12,10290,False,3161,human
2016-07-22 05:41:20,True,Massive tunes supporter... love too much also laugh too short. I really cherish my nation and my loved ones,1241,0,0,Madison,drozdovgeorgii2,1240,False,1489,bot
2012-11-17 23:22:56,False,"I like to create: https://t.co/0NV0JLM3Xb. 
I like to sing: @theinkwellsband. 
I like to take photos:",1528,92,304,unknown,heyitswakefield,1305,False,2831,human
2018-06-27 12:42:06,True,"Welcome to the real world, it sucks. You're gonna love it. 🌬she/her",3218,96,158,unknown,billieisapirate,5154,False,783,bot
2009-01-07 22:19:54,False,We build & maintain Colorado's highways & support other modes. Safety's our #1 priority. Hours: 8 a.m. - 4:30 p.m M-F; Road info: https://t.co/Z9Cxtq4hzF,763,239703,567,Colorado,ColoradoDOT,91983,True,4241,bot
2012-08-06 03:46:40,False,,21258,11685270,16070, 🇨🇺🇲🇽,Camila_Cabello,13630,True,2935,human
2009-10-31 22:26:17,False,"Are You There, Twitter? It's Me, Judy",454,554101,659,Key West,judyblume,5683,True,3944,human
2014-03-31 06:07:39,True,Dancer/ Choreographer/ Actor/ Entertainer/ Babaji / Nature Lover/ Crocker/ Dreamer/ Creator,724,171030,169,unknown,TheRaghav_Juyal,3335,True,2333,human
2012-02-27 08:21:55,False,Perkumpulan untuk Pemilu dan Demokrasi (Perludem). OMS Nonpartisan Nonprofit. 🌏 https://t.co/kPaE0SBYQp. Kontak: admin@perludem.org. Donasi: +628111992626.,1486,18229,1082,Jakarta,perludem,28122,True,3096,human
2011-05-14 14:08:38,True,,206,86,909,unknown,brokenbug,596,False,3384,human
2009-04-28 18:33:08,False,Country singer/songwriter for Valory/@BigMachine. Father & husband. HOG FAN! WPS! Pre-order my Live At The Ryman album now!  https://t.co/QQXLMBj4gU,1155,1213984,9479,Arkansas,JustinColeMoore,4654,True,4130,human
2009-01-05 08:22:40,False,Rémi Gaillard official Twitter,1618,355671,407,unknown,nqtv,1342,True,4244,human
2008-08-09 11:51:13,True,Beach volleyeur professionnel,2441,8,0,"Los Angeles, USA",pierrot2027,3461,False,4392,bot
2009-07-20 14:01:05,False,I’m just here for the #Storylines 📝▪️LA ✈️ NY ✈️❓✈️🏆,11625,293,2836,unknown,GWiLLzzz,4974,False,4047,human
2016-10-07 14:37:59,True,Book lover. Thinker. A Fantastic person. Brand-new good ideas. Philosophy. Not quick to speak,345,0,18,Boston,nikita2ejtmor,344,False,1411,bot
2017-02-15 23:09:37,True,Security is having an extra pair of dry socks in the winter. linus Day trading making money.,47,0,0,Albuquerque,Fg3lkmHRoZO3qA3,922,False,1280,bot
2009-05-13 14:43:16,False,my colors are blush and bashful,24094,687,1252,summer camp island,Khaleesney,31249,False,4115,human
2011-03-18 04:01:10,False,Data Underwriter | #EMU 15 Econ | former @Fansided writer | #Seahawks | #COYS,58199,1178,1013,"Detroit, MI",ArtybeingArty,205541,False,3442,human
2010-02-26 15:50:31,False,#Fever Audio/Visuals OUT on ALL Digital platforms. Find Link Below 👇🏾,5130,1201365,9523,Worldwide,Iyanya,44431,True,3826,human
2011-05-20 17:53:45,False,"Generally not interested, follow me cuz #ImTheShit, dont get too #Comfortable wit me",1906,59,0,unknown,CashTalksBitch,6766,False,3378,human
2009-03-07 02:50:00,False,#BlackLivesMatter / Stylist / Illustrator / Disney Lover #BidenHarris,38221,1937,1020,"Los Angeles, CA",Jamie_R_Hendrix,48267,False,4183,human
2012-05-25 23:09:30,False,LUSB #14,839,274,336,unknown,leah_virginia04,1124,False,3007,human
2011-12-17 07:59:47,True,,2349,35,143,Fontana CA USA ,JoseABetan,3485,False,3168,bot
2013-06-23 20:03:41,False,"Wife, Mom, Traveler & Journalist @wradiocolombia @caracol1260 

Fb: Yuliana Toral Valdez
Instagram: yuyutv",1243,101,262,"Miami, FL",YulianaToralV,358,False,2613,human
2012-02-04 23:23:07,False,I am thick headed and I don't forgive easily. I seek success but worry about what my future holds. I am who I am.....I am me.,1748,18,29,my dick,reireikurosawa3,2977,False,3118,bot
2009-08-11 01:39:10,False,"Writer, yogi, MFA candidate, resident sad girl.🖤🇨🇺",4482,151,183,"Cranford, NJ",kafernn,21206,False,4026,human
