Unnamed: 0,id,username,text,retweet_count,like_count,created_at,label
23,1622765177224728577,awesomeposted,"RT @awesomeposted: Barang yang menghemat budget bulanan anak kost save dulu ntar butuh! 

— a thread https://t.co/pBlUwp5lJb",2245,0,2023-02-07 01:12:22+00:00,1
24,1622765163496759296,awesomeposted,"RT @awesomeposted: Kumpulan laptop &amp; tab murah kualitas juaraa! 

— a thread https://t.co/8eU4vlNBET",802,0,2023-02-07 01:12:19+00:00,1
25,1622765146149109760,awesomeposted,"RT @awesomeposted: Kerja terozzz self reward sesekali! 

— a thread https://t.co/Jw4aqtG8Zc",841,0,2023-02-07 01:12:15+00:00,1
26,1622765129690664961,awesomeposted,"RT @awesomeposted: Dekorasi rumah japandi irit budget

— a thread https://t.co/FcUk0yMk4i",225,0,2023-02-07 01:12:11+00:00,1
27,1622765113110564867,awesomeposted,"RT @awesomeposted: Kado nikahan anti mainstream paling ngertiin pengantin baru

— a thread https://t.co/IU1XJxohPi",820,0,2023-02-07 01:12:07+00:00,1
28,1622765066092437505,awesomeposted,"RT @awesomeposted: Barang-barang kecil wajib punya memudahkan segala urusan

— a thread https://t.co/uypJDfDp1x",260,0,2023-02-07 01:11:55+00:00,1
29,1622765047746527233,awesomeposted,"RT @awesomeposted: Birthday gift idea yg paling ngertiin ayng / bestie

— a thread https://t.co/WRnH7LNUcS",1457,0,2023-02-07 01:11:51+00:00,1
30,1622765028578566145,awesomeposted,"RT @awesomeposted: Barang kost budget pas-pasan memudahkan kehidupan

— a thread https://t.co/YR7lWvYI2M",665,0,2023-02-07 01:11:46+00:00,1
31,1622765011771990016,awesomeposted,"RT @awesomeposted: Workout perut buncit

— a thread https://t.co/p5nf4mAs0C",1062,0,2023-02-07 01:11:42+00:00,1
32,1622764994688614400,awesomeposted,"RT @awesomeposted: Barang multifungsi penghemat budget bulanan

— a thread https://t.co/hEMta67bLs",693,0,2023-02-07 01:11:38+00:00,1
33,1622764978720878592,awesomeposted,"RT @awesomeposted: Rekomendasi laptop “tuyul” 

— a thread https://t.co/V0bTw4NQAN",634,0,2023-02-07 01:11:35+00:00,1
34,1622764788060418048,awesomeposted,"RT @awesomeposted: Hal yg mempermudah saat travelling, selain uang

— a threa d https://t.co/rwQvpgDswW",1145,0,2023-02-07 01:10:49+00:00,1
35,1622764771467755520,awesomeposted,"RT @awesomeposted: Dari pada penasaran mending dicoba…

— a thread https://t.co/g0ZOyXWRI8",745,0,2023-02-07 01:10:45+00:00,1
36,1622764754598240256,awesomeposted,"RT @awesomeposted: Resolusi 2023 : Berat Badan Ideal

— a thread https://t.co/cv4JsZVX4e",1189,0,2023-02-07 01:10:41+00:00,1
37,1622764737552584704,awesomeposted,"RT @awesomeposted: Kamar terlihat luas &amp; rapi dengan barang-barang ini 

— a thread https://t.co/Dvt3MRIrAN",437,0,2023-02-07 01:10:37+00:00,1
38,1622764721068990465,awesomeposted,"RT @awesomeposted: Barang kost elit low budget memudahkan kehidupan

— a thread https://t.co/5ojm8fa0aH",2436,0,2023-02-07 01:10:33+00:00,1
39,1622764700013596675,awesomeposted,"RT @awesomeposted: Malam minggu-an jomblo anti gabut

— a thread https://t.co/6qh4pIneFl",402,0,2023-02-07 01:10:28+00:00,1
40,1622764308907315200,awesomeposted,"RT @awesomeposted: Hal yg mempermudah skripsi-an selain teman yg suportif 🗂

— a thread https://t.co/nxPFcc1xoN",947,0,2023-02-07 01:08:55+00:00,1
41,1622764277827522560,awesomeposted,"RT @awesomeposted: Yg suka mageran kalian cocok punya brg ini

— a thread https://t.co/7bbrA3iD2H",788,0,2023-02-07 01:08:47+00:00,1
42,1622764225956556800,awesomeposted,"RT @awesomeposted: Barang aneh bermanfaat, siapa tauuu ada yg butuh

— a thread https://t.co/Wem8zTJtMa",3536,0,2023-02-07 01:08:35+00:00,1
43,1622764208780877825,awesomeposted,"RT @awesomeposted: Barang kali ada yg mau beliin emak dirumah

— a thread https://t.co/qqa3I4fx7f",484,0,2023-02-07 01:08:31+00:00,1
44,1622764189717757952,awesomeposted,"RT @awesomeposted: Barang kost-an elit yang memudahkan kehidupan. 

— a thread https://t.co/eupKhmY5vv",4387,0,2023-02-07 01:08:26+00:00,1
45,1622764171980054530,awesomeposted,"RT @awesomeposted: Rekomendasi laptop “tuyul”.

— a thread https://t.co/bipFTfOCO4",140,0,2023-02-07 01:08:22+00:00,1
46,1622764151675420672,awesomeposted,"RT @awesomeposted: Tag temen kamu yg suka sks siapa tauu butuh! 

— a thread https://t.co/EipaRRgDyD",449,0,2023-02-07 01:08:17+00:00,1
47,1622764129521135616,awesomeposted,"RT @awesomeposted: Siapa tauuu berguna bagi kamu!

— a thread https://t.co/aekJD6KIeX",669,0,2023-02-07 01:08:12+00:00,1
48,1622764113003954183,awesomeposted,"RT @awesomeposted: Website saat gabut dijamin seru &amp; bermanfaat! 

— a thread https://t.co/CgY8OFzSjc",1143,0,2023-02-07 01:08:08+00:00,1
49,1622763953410674689,awesomeposted,"RT @racunshoppe_: kumpulan pants jeans wanita🍂

A thread https://t.co/HGOp1ah50p",44,0,2023-02-07 01:07:30+00:00,1
50,1622762908404047872,awesomeposted,@oneofrep Selamat,0,0,2023-02-07 01:03:21+00:00,0
51,1622762551858851842,awesomeposted,"RT @rain_senjaa: اَللَّهُمَّ بَارِكْ لَنَا فِي رَجَبٍ، وَشَعْبَانَ، وَبَلِّغْنَا رَمَضَان
Ya Allah, berkahilah kami di bulan Rajab dan Sya'…",26,0,2023-02-07 01:01:56+00:00,0
52,1622761904715468803,awesomeposted,"RT @izasaiman: Rekomendasi kemeja oversize mengkeren pasti estetiiiiikk

-A Thread-- https://t.co/IdICq1ds3j",35,0,2023-02-07 00:59:22+00:00,1
53,1622761693138018304,awesomeposted,RT @sad_ihh: https://t.co/lbstfV0CYu,51,0,2023-02-07 00:58:31+00:00,1
54,1622761668437585926,awesomeposted,RT @Dwirosss_: Salut banget sama cowo yg dari awal berjuang mati matian buat dapetin hati si cewe tapi masih aja tetep sayang setelah tau s…,91,0,2023-02-07 00:58:25+00:00,0
55,1622761374660304896,awesomeposted,RT @RuangSenja_id: https://t.co/2pkeo0qBNe,53,0,2023-02-07 00:57:15+00:00,1
56,1622761262689185792,awesomeposted,RT @Inspirasidiskon: Tips dan trik tombol keyboard serta rahasianya secara lengkap untuk mempercepat dan mempermudah pekerjaan. https://t.c…,30,0,2023-02-07 00:56:49+00:00,1
57,1622761101569179649,awesomeposted,"RT @OmRicky_: Jangan terlalu Fast Respon untuk dia

Karena kalau dia udah gak butuh kamu lagi, dia akan Slow Respon untuk chatmu",39,0,2023-02-07 00:56:10+00:00,0
58,1622760983444983808,awesomeposted,"RT @AllOfGoods: Sepatu Converse Pria Terbaik!!!

—A Thread https://t.co/nKbMmhmFhG",41,0,2023-02-07 00:55:42+00:00,1
59,1622760777848590337,awesomeposted,"RT @luckyishoki: Udah pada pakai Retinol belum nih ?? Karena di usai 20 an sudah harus pake untuk mencegah penuaan dini.

Simak tips pemaka…",35,0,2023-02-07 00:54:53+00:00,0
60,1622760594435878912,awesomeposted,"RT @bottleThread1: 8 Fitur Canggih iPhone yang tidak dimiliki oleh Android!

- A Thread - https://t.co/xgyQyA0zLi",42,0,2023-02-07 00:54:09+00:00,1
61,1622760539754729472,awesomeposted,"RT @mustha_ve: Rekomendasi Sepatu New Balance ORIGINAL BEST SELLER !!

Spesial Diskon 70% All Item✨￼

— A Thread https://t.co/ZnIZHg8fan",43,0,2023-02-07 00:53:56+00:00,1
62,1622760521756991488,awesomeposted,"RT @Goldenduck1999: Kumpulan Sepatu NEW BALANCE Best Seller 2023!

Save aja dulu, COnya Belakangan!

-A Thread - https://t.co/Tg2MI5w6Cr",40,0,2023-02-07 00:53:52+00:00,1
63,1622760504153481218,awesomeposted,"RT @banyaklukanyaa: Promo shopee edufair buat upgrade skill 🥳

🚀 MySkill - Paket Video E-Learning 1 Bulan berserifikat hanya dengan Rp9.800…",50,0,2023-02-07 00:53:48+00:00,0
64,1622760489288880128,awesomeposted,"RT @Artic_monkey12: Barang mempermudah pekerjaan untuk kaum mageran // Beban orang tua

— A Thread — https://t.co/CD00e3w6ZJ",55,0,2023-02-07 00:53:44+00:00,1
65,1622760465184194561,awesomeposted,"RT @explorer_brands: Kalo kamu punya barang barang ini
Fix semua orang bakalan iri 

— A Thread — https://t.co/5xSGUzvFmC",46,0,2023-02-07 00:53:38+00:00,1
66,1622760406724001792,awesomeposted,"RT @Majito_Squash: Wajib punya barang barang ini buat kamar nuansa Kalem Nan Elegan!

- A Thread - https://t.co/rXbQapvTBu",32,0,2023-02-07 00:53:25+00:00,1
67,1622760392241082369,awesomeposted,"RT @Nolimit_Brand: Rekomendasi HP Android Terbaik 2023 Harga anjlok parah Spek boleh di adu!

- A Thread - https://t.co/FMRL8LxZ9F",46,0,2023-02-07 00:53:21+00:00,1
68,1622760359273824256,awesomeposted,"RT @cgstore_id: Rekomendasi Parfum Miniso Harga Terjangkau

Save aja dulu CO nya belakangan

-A Thread https://t.co/kvMl4xCiO9",46,0,2023-02-07 00:53:13+00:00,1
69,1622760343914295296,awesomeposted,"RT @EnakNastar: kalo ga bisa cerita sama manusia, Allah bakal selalu ada buat nerima ceritamu",49,0,2023-02-07 00:53:10+00:00,0
70,1622760285265334274,awesomeposted,"RT @somexthings: Kumpulan Produk Apple iPhone Yang Anjlok Di Awal Tahun 2023 Ini!!!

- a thread - https://t.co/uDeg02PDHx",36,0,2023-02-07 00:52:56+00:00,1
71,1622760272804077568,awesomeposted,"RT @randomable_: Kumpulan sneakers white cream

- a thread - https://t.co/EfWdSL30wU",36,0,2023-02-07 00:52:53+00:00,1
72,1622760255942979585,awesomeposted,"RT @kantong_ajaib13: Unboxing TIME !!!
Barang2 MURAH BERKUALITAS

~A Thread https://t.co/U4lZmjGBMI",35,0,2023-02-07 00:52:49+00:00,1
73,1622760230085079040,awesomeposted,RT @sad_ihh: https://t.co/FzQ1fyEEZw,52,0,2023-02-07 00:52:42+00:00,1
74,1622760216835264514,awesomeposted,"RT @kuybelanjaa: inspirasi jacket pria🍂

A thread https://t.co/Esli4GPVLH",54,0,2023-02-07 00:52:39+00:00,1
75,1622760154042347521,awesomeposted,"RT @inspirasibudget: KUMPULAN BARANG YG MEMBUAT KAMU MANDIRI JADI ANAK KOS’T !
—
A thread https://t.co/z5raat0zYS",69,0,2023-02-07 00:52:24+00:00,1
76,1622760129258221568,awesomeposted,"RT @BerburuProduk: Kumpulan Barang Canggih Buat Zaman Yang Canggih

- A Thread — https://t.co/Lvyp9KfaKw",93,0,2023-02-07 00:52:18+00:00,1
77,1622760116926943232,awesomeposted,"RT @alpha_kicuy: 12 Barang wajib Anak kos! 

Dijamin Bisa Hemat!

- A Thread - https://t.co/rY3cjDj2CM",54,0,2023-02-07 00:52:15+00:00,1
78,1622760104369197058,awesomeposted,"RT @mainqtain: iPhone 11 Anjlok Parah Cuma 4 Juta !

——
A Thread https://t.co/hoEqpYEPqt",55,0,2023-02-07 00:52:12+00:00,1
79,1622760091614347266,awesomeposted,"RT @jajanonline11: Tidak Hanya HP, SMARTWATCH &amp; TWS Ikut ANJLOK Diakhir Tahun 2022!
—
A thread https://t.co/ZDkZTJNPZO",50,0,2023-02-07 00:52:09+00:00,1
80,1622760077857005568,awesomeposted,"RT @kucingngethread: Kumpulan HP samsung yang harganya sudah anjlok!

Gas lah, udah turun ini.

&lt; A Thread &gt; https://t.co/9ud9A1OiFU",41,0,2023-02-07 00:52:06+00:00,1
81,1622760064850485249,awesomeposted,"RT @BerangkasBrand: Barang Elit Yang Wajib Anak Kost Punya !

——
A Thread https://t.co/VQAeibCkEU",54,0,2023-02-07 00:52:03+00:00,1
82,1622760045573451777,awesomeposted,"RT @deeassyyy_: Hujan KERANG AJAIB, Yg Bermanfaat Mempermudah Keseharian

— A Thread https://t.co/AiyaSK430j",92,0,2023-02-07 00:51:58+00:00,1
83,1622760006016978945,awesomeposted,"RT @coekisss: Best Skin Tags Remove!

--a thread-- https://t.co/JFw7lf9qOe",80,0,2023-02-07 00:51:49+00:00,1
84,1622759992570019840,awesomeposted,"RT @produkbaguss: Treatment moisturizer untuk mengurangi jerawat dan minyak di wajah!

~ A Thread https://t.co/ELmUZJPiMe",42,0,2023-02-07 00:51:46+00:00,1
85,1622759964728254470,awesomeposted,"RT @produkterbaikk: Treatment bebas dari jerawat punggung!

A Thread https://t.co/Fi7IXP6nqj",42,0,2023-02-07 00:51:39+00:00,1
86,1622759952585719809,awesomeposted,"RT @infoyounic: Meal plan anak kost-an cuma 100rban auto hemat &amp; tetap bergizi

— a thread https://t.co/x9xpndxdSh",220,0,2023-02-07 00:51:36+00:00,1
87,1622759937784037377,awesomeposted,"RT @brand_thread: Tips mencerahkan Miss V dalam seminggu!

--A Thread-- https://t.co/C1rWui8tMB",126,0,2023-02-07 00:51:33+00:00,1
88,1622759923531804672,awesomeposted,"RT @hiicaa_: Rekomendasi oneset
Ootd sat set, ya pake one set
A thread ✨ https://t.co/fvd5ot4V8P",61,0,2023-02-07 00:51:29+00:00,1
89,1622754460002029569,awesomeposted,"Meja makan lipat utk ruangan sumpit

link : https://t.co/6FM5Bwt8VC https://t.co/BVAS1MutGO… https://t.co/BVAS1MutGO",1,10,2023-02-07 00:29:47+00:00,1
90,1622750767592669184,awesomeposted,"Mesin pembuat roti instan utk usaha rumahan

link : https://t.co/TZVfn55OXL https://t.co/YhcMgoegM0",1,6,2023-02-07 00:15:06+00:00,1
91,1622749148746481665,awesomeposted,"Sekat multfiungsi 

link : https://t.co/MgctTD0jIe https://t.co/USUtLNEP91… https://t.co/USUtLNEP91",1,11,2023-02-07 00:08:40+00:00,1
92,1622748263190523904,awesomeposted,"Bohlam pintar 16 juta warna bisa disetting sesukanya

link : https://t.co/wYKsyB1fGc https://t.co/vb49OmVXOY",0,10,2023-02-07 00:05:09+00:00,1
93,1622747630622355457,awesomeposted,"Meja nakas jadi meja rias

link : https://t.co/O6MUCNXDjd https://t.co/yhMzwJfgCZ… https://t.co/yhMzwJfgCZ",4,16,2023-02-07 00:02:38+00:00,1
94,1622746271583977473,awesomeposted,"Bantal sultan ala hotel cuma 19ribu!

link : https://t.co/l8VVMXXUmP https://t.co/rcN0CVdF3Q… https://t.co/rcN0CVdF3Q",4,12,2023-02-06 23:57:14+00:00,1
95,1622745169320902656,awesomeposted,"Rak gantungan handuk 

link : https://t.co/VQFvvMJBre https://t.co/UFQth3v5hm… https://t.co/UFQth3v5hm",1,13,2023-02-06 23:52:52+00:00,1
96,1622744357261692928,awesomeposted,"Karpet ruang tamu 100ribuan

link : https://t.co/jvrnbDzrvn https://t.co/8S3GK7I8Ym",3,23,2023-02-06 23:49:38+00:00,1
97,1622740133203316736,awesomeposted,"Kursi + meja belajar anak serba bisa 

link : https://t.co/a1PXNsVUkx https://t.co/GJ1TszNbrf",0,7,2023-02-06 23:32:51+00:00,1
98,1622739058400301057,awesomeposted,"Karpet kamar mandi anti slip

link : https://t.co/ZAFfKe2CSA https://t.co/1WGMhd5JZV",2,13,2023-02-06 23:28:35+00:00,1
99,1622737783692623873,awesomeposted,"Lampu hiasan taman tanpa listrik 

link : https://t.co/Dj5XJRWdZl https://t.co/mLMOSHNPTq… https://t.co/mLMOSHNPTq",0,16,2023-02-06 23:23:31+00:00,1
100,1622736040179175424,awesomeposted,"Electric pot multifungsi low watt 

link : https://t.co/KwcJHmbQGy https://t.co/hyvlVHlfNx",1,8,2023-02-06 23:16:35+00:00,1
101,1622734881611739136,awesomeposted,"Alat pemisah telur 

link : https://t.co/41O8Jw95Lp https://t.co/uvpUGoZrWE… https://t.co/uvpUGoZrWE",1,8,2023-02-06 23:11:59+00:00,1
102,1622733630757044224,awesomeposted,"Sapu + kain pel otomatis tanpa batre &amp; listrik

link : https://t.co/2n50Fi2d4K https://t.co/8J2B7MgBOr",3,14,2023-02-06 23:07:01+00:00,1
103,1622732003115425792,awesomeposted,"Modern kitchen sink 

link : https://t.co/8DLWQYahwB https://t.co/JVW2Z8NuU5",0,27,2023-02-06 23:00:33+00:00,1
104,1622730908892819456,awesomeposted,"Mesin cuci piring kapasitas besar

link : https://t.co/mB0bk2zYkJ https://t.co/zPO2FTdoeS",0,5,2023-02-06 22:56:12+00:00,1
105,1622729982605922305,awesomeposted,"Sofa L Minimalis Japandi termurah 1 jutaan 

link : https://t.co/AGfuFc1WTP https://t.co/eFNNnBs1Tq… https://t.co/eFNNnBs1Tq",0,9,2023-02-06 22:52:31+00:00,1
106,1622728808620244992,awesomeposted,"Dipan minimalis banyak tempat penyimpanan + laci (1 jutaan)

link : https://t.co/UIOaTayN7x https://t.co/utDTuIGeuV… https://t.co/utDTuIGeuV",3,24,2023-02-06 22:47:51+00:00,1
107,1622727379214008327,awesomeposted,"RUMAH SUBSIDI BARANG ELIT 

— a thread https://t.co/dtU1CEuyfX",140,593,2023-02-06 22:42:10+00:00,1
108,1622619309058183170,awesomeposted,"16. https://t.co/xx6AxY6x4U
17. https://t.co/sq6stsRmG6
18. https://t.co/pKkE84PXH0
19. https://t.co/7qpiF2Blog
20.… https://t.co/4Tv3sdB44t",0,0,2023-02-06 15:32:44+00:00,1
109,1622617101713444868,awesomeposted,"11. https://t.co/0At95ZWH4q
12. https://t.co/UJ0J4xY6MU
13. https://t.co/h5ck9hvCnq
14. https://t.co/mWz0AUT8kb
15.… https://t.co/IxwquGGK9K",0,0,2023-02-06 15:23:58+00:00,1
110,1622615199789514752,awesomeposted,https://t.co/LOMaQtc0dO,0,2,2023-02-06 15:16:25+00:00,1
111,1622615117602127872,awesomeposted,"6. https://t.co/VAtIuD7q9Q
7. https://t.co/nnCN0ybpt6
8. https://t.co/INPcm01Tpt
9. https://t.co/cVg85CrknJ
10.… https://t.co/dDqvsBIeuo",0,1,2023-02-06 15:16:05+00:00,1
112,1622613192315928577,awesomeposted,"Jangan terkejut sama hadiahnya

1. https://t.co/M2uC0OYiH4
2. https://t.co/iuq7yfpQAb 
3. https://t.co/eFrYdSnKVY
4… https://t.co/wgIzmpAmFE",0,1,2023-02-06 15:08:26+00:00,1
113,1622612125985443840,awesomeposted,"IDE KADO ANNIV SESUAI TANGGAL JADIAN &amp; KRITERIA HUBUNGAN KAMU SAMA DOI

— a thread https://t.co/PtRiZ6dpYB",7,28,2023-02-06 15:04:12+00:00,1
114,1622596221801222145,awesomeposted,"RT @TroliShopee: Gpp Ngga Ganteng Yang Penting Wangi

Rekomendasi Parfum Khusus Cowo yg wanginya tahan lama

A Thread https://t.co/WSHrl1Bm…",46,0,2023-02-06 14:01:00+00:00,1
115,1622596181372317696,awesomeposted,"RT @panggilYulaja: Pengen banyak duit, biar kalo beli sesuatu gak harus mikir besok ada duit buat beli makan apa engga.",59,0,2023-02-06 14:00:50+00:00,0
116,1622596147343941633,awesomeposted,RT @strssovrld: Semakin besar rasa iri dengki maka masalah hidup akan semakin sulit untuk diatasi,105,0,2023-02-06 14:00:42+00:00,0
117,1622595707231412225,awesomeposted,"RT @Far_Rida_: Alasan kenapa ga bikin story kegiatan apalagi hal2 yang bersifat pribadi karna ga semua orang suka dengan pencapaian kita, b…",143,0,2023-02-06 13:58:57+00:00,0
118,1622571181105872898,awesomeposted,"RT @awesomeposted: Kumpulan Skincare Bikin Glow Up Under 100k

-A Thread https://t.co/HXElv6n11o",21,0,2023-02-06 12:21:30+00:00,1
119,1622539707598110720,awesomeposted,"RT @awesomeposted: Kado nikahan anti mubazir yg pasti sangat berguna!

— a thread https://t.co/iQ2Fhgvnwe",155,0,2023-02-06 10:16:26+00:00,1
120,1622538765599408129,awesomeposted,"RT @awesomeposted: Anak sultan must have items

— a thread https://t.co/tSNCqu0fih",329,0,2023-02-06 10:12:41+00:00,1
121,1622538503409262595,awesomeposted,"RT @CHIFKALONG: Ngak Segaja lewat samping rumah ,trus aku ngeliat bunga mawar ada kupu kupu langka tapi ngak gua tangkap soalnya takutnya k…",40,0,2023-02-06 10:11:39+00:00,0
122,1622530821705068546,awesomeposted,RT @MemeSejutaUmat: https://t.co/QNtmDYnKyP,35,0,2023-02-06 09:41:07+00:00,1
123,1622530802985865218,awesomeposted,RT @RuangSenja_id: https://t.co/m2q4y11MFM,109,0,2023-02-06 09:41:03+00:00,1
124,1622530781653655553,awesomeposted,RT @sheiila_on: Trik rahasia google yang jarang orang tau https://t.co/odFnSr8yBz,49,0,2023-02-06 09:40:58+00:00,1
125,1622530740666912768,awesomeposted,@zyadorable 🥲,0,0,2023-02-06 09:40:48+00:00,0
126,1622530699172679680,awesomeposted,@Bebenshuu Masookk,0,0,2023-02-06 09:40:38+00:00,0
127,1622530596600950785,awesomeposted,RT @diaryofanoxygen: coba kasih tau gimana rasanya bestie an sama lawan jenis yang ngga ngelibatin perasaan antara satu sama lain?,71,0,2023-02-06 09:40:14+00:00,0
128,1622530399930060800,awesomeposted,"RT @satyaekaputra_: Yang di atas sibuk nyari koalisi ,yang di bawah sibuk nyari nasi.",74,0,2023-02-06 09:39:27+00:00,0
129,1622530298088128513,awesomeposted,"RT @sipengg_: Duit ga seberapa, self reward luar biasa😭😭",272,0,2023-02-06 09:39:02+00:00,0
130,1622530151094558720,awesomeposted,"RT @ChandIdris: kulit sensitif masih ada skincare.
kalo hati sensitif? who care",75,0,2023-02-06 09:38:27+00:00,0
131,1622530005573185537,awesomeposted,@beerl_ True,0,0,2023-02-06 09:37:53+00:00,0
132,1622529897871867905,awesomeposted,"RT @somexrecom: Smart Watch Catchy &amp; Fashionable, Cocok Dipakai Untuk Daily!

- a thread - https://t.co/7mFVkS35Le",49,0,2023-02-06 09:37:27+00:00,1
133,1622529830217748482,awesomeposted,"RT @luckyishoki: Ininih pintu Rezeki yg kadang mendatangkan rezeki yg tidak terduga, pernah nyadarin ngga ? https://t.co/9jJgMBfDCW",50,0,2023-02-06 09:37:11+00:00,1
134,1622529768792137730,awesomeposted,"RT @faraabdulah: "" Rekomendasi Parfum TERBAIK Dan Harum TAHAN LAMA Yang Orangnya Udah Jauh Eh Wanginya Ketinggalan, Dengan Harga TERJANGKAU…",47,0,2023-02-06 09:36:56+00:00,0
135,1622529722566742016,awesomeposted,"RT @Inspirasidiskon: Menjaga berat badan agar tetap ideal merupakan salah satu pola hidup sehat yang perlu diterapkan.
tentu kamu harus men…",43,0,2023-02-06 09:36:45+00:00,0
136,1622529708490645504,awesomeposted,"RT @somexthings: Rekomendasi TWS Bluetooth Earphone Terbaik 2023!!!

- a thread - https://t.co/PPOK7a8CLP",45,0,2023-02-06 09:36:42+00:00,1
137,1622529696314585091,awesomeposted,"RT @randomable_: Parfum Unisex Terbaik Saat ini!!!

· a thread · https://t.co/2lkQAbj1FQ",45,0,2023-02-06 09:36:39+00:00,1
138,1622529652886732802,awesomeposted,"RT @comensee20: Tren Model Rambut 2023!

Simpen Aja Dulu!!!

-a thread- https://t.co/MA6SUuuJKJ",86,0,2023-02-06 09:36:29+00:00,1
